df_hash,22ZHK4.QEBF70
267.158,132
267.183,77
267.208,43
267.233,21
267.258,9
267.283,0
267.308,-12
267.333,-22
267.358,-5
267.383,58
267.408,166
267.433,285
267.458,381
267.483,438
267.508,454
267.533,424
267.558,331
267.583,171
267.608,-30
267.633,-222
267.658,-355
267.683,-405
267.708,-370
267.733,-261
267.758,-96
267.783,81
267.808,215
267.833,265
267.858,242
267.883,205
267.908,222
267.933,318
267.958,468
267.983,629
268.008,769
268.033,870
268.058,927
268.083,941
268.108,926
268.133,909
268.158,902
268.183,889
268.208,833
268.233,712
268.258,534
268.283,329
268.308,122
268.333,-70
268.358,-229
268.383,-326
268.408,-350
268.433,-324
268.458,-295
268.483,-290
268.508,-290
268.533,-254
268.558,-163
268.583,-43
268.608,58
268.633,111
268.658,118
268.683,102
268.708,78
268.733,50
268.758,22
268.783,1
268.808,-10
268.833,-19
268.858,-38
268.883,-68
268.908,-92
268.933,-86
268.958,-28
268.983,76
269.008,189
269.033,246
269.058,199
269.083,62
269.108,-74
269.133,-103
269.158,13
269.183,205
269.208,347
269.233,366
269.258,295
269.283,231
269.308,239
269.333,307
269.358,379
269.383,422
269.408,454
269.433,510
269.458,600
269.483,697
269.508,768
269.533,788
269.558,753
269.583,679
269.608,599
269.633,548
269.658,536
269.683,522
269.708,435
269.733,239
269.758,-17
269.783,-226
269.808,-290
269.833,-195
269.858,-12
269.883,157
269.908,248
269.933,262
269.958,258
269.983,316
270.008,483
270.033,741
270.058,1001
270.083,1151
270.108,1134
270.133,980
270.158,780
270.183,607
270.208,474
270.233,354
270.258,226
270.283,100
270.308,-6
270.333,-97
270.358,-177
270.383,-232
270.408,-224
270.433,-143
270.458,-44
270.483,-25
270.508,-141
270.533,-345
270.558,-513
270.583,-533
270.608,-390
270.633,-150
270.658,101
270.683,324
270.708,512
270.733,657
270.758,725
270.783,677
270.808,516
270.833,302
270.858,114
270.883,4
270.908,-33
270.933,-46
270.958,-76
270.983,-122
271.008,-135
271.033,-56
271.058,130
271.083,367
271.108,546
271.133,569
271.158,419
271.183,176
271.208,-30
271.233,-103
271.258,-35
271.283,105
271.308,227
271.333,278
271.358,265
271.383,225
271.408,196
271.433,184
271.458,171
271.483,139
271.508,85
271.533,34
271.558,15
271.583,40
271.608,93
271.633,147
271.658,184
271.683,210
271.708,235
271.733,252
271.758,241
271.783,195
271.808,147
271.833,149
271.858,230
271.883,359
271.908,470
271.933,515
271.958,499
271.983,471
272.008,484
272.033,562
272.058,692
272.083,841
272.108,967
272.133,1034
272.158,1024
272.183,953
272.208,862
272.233,790
272.258,735
272.283,666
272.308,549
272.333,387
272.358,227
272.383,121
272.408,100
272.433,158
272.458,262
272.483,370
272.508,443
272.533,451
272.558,382
272.583,241
272.608,36
272.633,-222
272.658,-517
272.683,-803
272.708,-1013
272.733,-1086
272.758,-1010
272.783,-831
272.808,-627
272.833,-458
272.858,-336
272.883,-245
272.908,-162
272.933,-78
272.958,9
272.983,106
273.008,215
273.033,330
273.058,426
273.083,485
273.108,508
273.133,520
273.158,548
273.183,600
273.208,648
273.233,656
273.258,605
273.283,513
273.308,425
273.333,378
273.358,379
273.383,407
273.408,433
273.433,443
273.458,443
273.483,444
273.508,446
273.533,448
273.558,449
273.583,459
273.608,480
273.633,505
273.658,520
273.683,518
273.708,501
273.733,474
273.758,435
273.783,375
273.808,289
273.833,177
273.858,53
273.883,-56
273.908,-118
273.933,-105
273.958,-17
273.983,108
274.008,215
274.033,266
274.058,262
274.083,230
274.108,183
274.133,113
274.158,13
274.183,-95
274.208,-166
274.233,-176
274.258,-152
274.283,-151
274.308,-204
274.333,-287
274.358,-343
274.383,-333
274.408,-263
274.433,-159
274.458,-40
274.483,91
274.508,229
274.533,350
274.558,429
274.583,458
274.608,458
274.633,458
274.658,484
274.683,544
274.708,627
274.733,703
274.758,742
274.783,728
274.808,679
274.833,627
274.858,594
274.883,565
274.908,516
274.933,439
274.958,356
274.983,288
275.008,227
275.033,147
275.058,38
275.083,-67
275.108,-121
275.133,-106
275.158,-53
275.183,-14
275.208,-11
275.233,-27
275.258,-26
275.283,9
275.308,72
275.333,142
275.358,206
275.383,265
275.408,324
275.433,388
275.458,449
275.483,489
275.508,493
275.533,461
275.558,417
275.583,390
275.608,377
275.633,352
275.658,292
275.683,215
275.708,172
275.733,199
275.758,277
275.783,346
275.808,364
275.833,340
275.858,314
275.883,312
275.908,323
275.933,328
275.958,322
275.983,322
276.008,338
276.033,359
276.058,369
276.083,367
276.108,362
276.133,358
276.158,349
276.183,333
276.208,316
276.233,294
276.258,231
276.283,78
276.308,-163
276.333,-412
276.358,-532
276.383,-431
276.408,-140
276.433,200
276.458,436
276.483,492
276.508,408
276.533,290
276.558,229
276.583,246
276.608,298
276.633,324
276.658,296
276.683,228
276.708,161
276.733,122
276.758,109
276.783,110
276.808,118
276.833,136
276.858,163
276.883,181
276.908,173
276.933,144
276.958,123
276.983,132
277.008,167
277.033,198
277.058,202
277.083,186
277.108,167
277.133,153
277.158,133
277.183,97
277.208,58
277.233,35
277.258,36
277.283,47
277.308,50
277.333,46
277.358,48
277.383,60
277.408,77
277.433,89
277.458,99
277.483,114
277.508,130
277.533,132
277.558,117
277.583,114
277.608,160
277.633,260
277.658,376
277.683,455
277.708,475
277.733,460
277.758,443
277.783,435
277.808,416
277.833,375
277.858,322
277.883,285
277.908,274
277.933,274
277.958,262
277.983,231
278.008,194
278.033,162
278.058,137
278.083,116
278.108,95
278.133,74
278.158,53
278.183,29
278.208,12
278.233,26
278.258,92
278.283,210
278.308,350
278.333,474
278.358,559
278.383,612
278.408,650
278.433,685
278.458,714
278.483,731
278.508,736
278.533,738
278.558,740
278.583,735
278.608,702
278.633,623
278.658,496
278.683,345
278.708,212
278.733,128
278.758,94
278.783,79
278.808,51
278.833,4
278.858,-32
278.883,-21
278.908,49
278.933,148
278.958,230
278.983,267
279.008,265
279.033,248
279.058,227
279.083,197
279.108,150
279.133,98
279.158,66
279.183,65
279.208,79
279.233,84
279.258,70
279.283,55
279.308,57
279.333,66
279.358,40
279.383,-48
279.408,-175
279.433,-266
279.458,-245
279.483,-90
279.508,157
279.533,417
279.558,605
279.583,662
279.608,561
279.633,328
279.658,54
279.683,-140
279.708,-166
279.733,-31
279.758,166
279.783,311
279.808,353
279.833,327
279.858,303
279.883,325
279.908,388
279.933,468
279.958,541
279.983,580
280.008,558
280.033,464
280.058,332
280.083,234
280.108,231
280.133,312
280.158,402
280.183,424
280.208,364
280.233,268
280.258,189
280.283,141
280.308,101
280.333,54
280.358,6
280.383,-21
280.408,-22
280.433,-7
280.458,10
280.483,23
280.508,28
280.533,27
280.558,21
280.583,17
280.608,14
280.633,0
280.658,-38
280.683,-90
280.708,-114
280.733,-70
280.758,42
280.783,173
280.808,264
280.833,294
280.858,288
280.883,277
280.908,269
280.933,251
280.958,220
280.983,192
281.008,182
281.033,185
281.058,183
281.083,168
281.108,148
281.133,129
281.158,101
281.183,55
281.208,8
281.233,-7
281.258,20
281.283,64
281.308,86
281.333,98
281.358,166
281.383,351
281.408,631
281.433,903
281.458,1063
281.483,1096
281.508,1076
281.533,1083
281.558,1133
281.583,1173
281.608,1147
281.633,1046
281.658,903
281.683,760
281.708,640
281.733,547
281.758,471
281.783,389
281.808,265
281.833,85
281.858,-119
281.883,-291
281.908,-393
281.933,-448
281.958,-507
281.983,-590
282.008,-651
282.033,-630
282.058,-519
282.083,-377
282.108,-272
282.133,-221
282.158,-184
282.183,-128
282.208,-64
282.233,-26
282.258,-23
282.283,-25
282.308,-2
282.333,45
282.358,103
282.383,179
282.408,301
282.433,480
282.458,670
282.483,798
282.508,834
282.533,816
282.558,798
282.583,789
282.608,743
282.633,633
282.658,498
282.683,420
282.708,443
282.733,517
282.758,550
282.783,485
282.808,349
282.833,214
282.858,138
282.883,129
282.908,164
282.933,215
282.958,256
282.983,272
283.008,260
283.033,242
283.058,246
283.083,277
283.108,304
283.133,291
283.158,228
283.183,147
283.208,85
283.233,51
283.258,17
283.283,-43
283.308,-124
283.333,-194
283.358,-224
283.383,-221
283.408,-213
283.433,-222
283.458,-237
283.483,-219
283.508,-139
283.533,-9
283.558,116
283.583,184
283.608,187
283.633,172
283.658,202
283.683,294
283.708,406
283.733,476
283.758,483
283.783,455
283.808,429
283.833,409
283.858,370
283.883,304
283.908,244
283.933,232
283.958,276
283.983,335
284.008,367
284.033,371
284.058,383
284.083,427
284.108,481
284.133,500
284.158,464
284.183,399
284.208,348
284.233,336
284.258,357
284.283,390
284.308,418
284.333,419
284.358,369
284.383,259
284.408,110
284.433,-32
284.458,-135
284.483,-199
284.508,-246
284.533,-282
284.558,-284
284.583,-230
284.608,-125
284.633,-2
284.658,108
284.683,207
284.708,309
284.733,416
284.758,501
284.783,541
284.808,540
284.833,519
284.858,494
284.883,454
284.908,387
284.933,306
284.958,238
284.983,201
285.008,184
285.033,163
285.058,136
285.083,117
285.108,113
285.133,100
285.158,45
285.183,-45
285.208,-118
285.233,-110
285.258,-9
285.283,132
285.308,247
285.333,303
285.358,318
285.383,328
285.408,348
285.433,370
285.458,386
285.483,399
285.508,415
285.533,433
285.558,439
285.583,427
285.608,395
285.633,347
285.658,288
285.683,226
285.708,172
285.733,129
285.758,89
285.783,38
285.808,-17
285.833,-41
285.858,2
285.883,118
285.908,263
285.933,385
285.958,464
285.983,525
286.008,595
286.033,671
286.058,716
286.083,701
286.108,630
286.133,534
286.158,438
286.183,347
286.208,254
286.233,160
286.258,75
286.283,10
286.308,-33
286.333,-63
286.358,-87
286.383,-110
286.408,-132
286.433,-145
286.458,-130
286.483,-70
286.508,36
286.533,163
286.558,271
286.583,334
286.608,352
286.633,348
286.658,340
286.683,333
286.708,323
286.733,310
286.758,299
286.783,297
286.808,296
286.833,287
286.858,266
286.883,236
286.908,209
286.933,186
286.958,163
286.983,129
287.008,83
287.033,32
287.058,-3
287.083,-2
287.108,46
287.133,129
287.158,217
287.183,276
287.208,291
287.233,273
287.258,247
287.283,234
287.308,236
287.333,244
287.358,248
287.383,247
287.408,247
287.433,247
287.458,246
287.483,242
287.508,235
287.533,230
287.558,217
287.583,187
287.608,135
287.633,76
287.658,40
287.683,53
287.708,117
287.733,211
287.758,303
287.783,370
287.808,406
287.833,420
287.858,424
287.883,426
287.908,428
287.933,425
287.958,416
287.983,401
288.008,379
288.033,347
288.058,296
288.083,229
288.108,160
288.133,113
288.158,95
288.183,82
288.208,43
288.233,-26
288.258,-88
288.283,-89
288.308,-7
288.333,126
288.358,251
288.383,326
288.408,349
288.433,341
288.458,323
288.483,300
288.508,280
288.533,276
288.558,296
288.583,331
288.608,360
288.633,368
288.658,350
288.683,305
288.708,239
288.733,169
288.758,134
288.783,163
288.808,241
288.833,309
288.858,319
288.883,294
288.908,317
288.933,442
288.958,619
288.983,716
289.008,625
289.033,365
289.058,59
289.083,-160
289.108,-249
289.133,-251
289.158,-220
289.183,-173
289.208,-88
289.233,42
289.258,189
289.283,295
289.308,321
289.333,267
289.358,171
289.383,85
289.408,40
289.433,24
289.458,-1
289.483,-64
289.508,-136
289.533,-151
289.558,-61
289.583,115
289.608,302
289.633,434
289.658,500
289.683,536
289.708,568
289.733,585
289.758,570
289.783,542
289.808,545
289.833,602
289.858,684
289.883,735
289.908,733
289.933,697
289.958,654
289.983,602
290.008,521
290.033,414
290.058,313
290.083,244
290.108,183
290.133,90
290.158,-40
290.183,-147
290.208,-155
290.233,-50
290.258,99
290.283,196
290.308,196
290.333,119
290.358,21
290.383,-55
290.408,-90
290.433,-63
290.458,40
290.483,212
290.508,403
290.533,547
290.558,596
290.583,552
290.608,449
290.633,327
290.658,214
290.683,116
290.708,26
290.733,-68
290.758,-170
290.783,-258
290.808,-295
290.833,-254
290.858,-148
290.883,-26
290.908,58
290.933,91
290.958,94
290.983,94
291.008,104
291.033,113
291.058,113
291.083,113
291.108,127
291.133,162
291.158,214
291.183,266
291.208,304
291.233,322
291.258,324
291.283,321
291.308,321
291.333,317
291.358,285
291.383,208
291.408,112
291.433,58
291.458,105
291.483,250
291.508,427
291.533,554
291.558,596
291.583,582
291.608,556
291.633,537
291.658,510
291.683,462
291.708,408
291.733,376
291.758,370
291.783,370
291.808,354
291.833,321
291.858,289
291.883,262
291.908,229
291.933,179
291.958,124
291.983,84
292.008,61
292.033,29
292.058,-25
292.083,-78
292.108,-73
292.133,19
292.158,171
292.183,315
292.208,400
292.233,433
292.258,448
292.283,462
292.308,462
292.333,433
292.358,384
292.383,346
292.408,332
292.433,327
292.458,306
292.483,265
292.508,225
292.533,197
292.558,175
292.583,139
292.608,90
292.633,49
292.658,25
292.683,3
292.708,-37
292.733,-92
292.758,-121
292.783,-82
292.808,25
292.833,159
292.858,270
292.883,340
292.908,380
292.933,403
292.958,411
292.983,401
293.008,384
293.033,374
293.058,376
293.083,375
293.108,358
293.133,333
293.158,319
293.183,320
293.208,314
293.233,279
293.258,218
293.283,161
293.308,130
293.333,113
293.358,80
293.383,27
293.408,-10
293.433,11
293.458,100
293.483,212
293.508,292
293.533,321
293.558,320
293.583,319
293.608,320
293.633,307
293.658,270
293.683,229
293.708,210
293.733,216
293.758,228
293.783,221
293.808,192
293.833,160
293.858,138
293.883,124
293.908,110
293.933,93
293.958,74
293.983,50
294.008,10
294.033,-47
294.058,-100
294.083,-110
294.108,-49
294.133,68
294.158,198
294.183,295
294.208,346
294.233,367
294.258,380
294.283,390
294.308,393
294.333,387
294.358,385
294.383,394
294.408,411
294.433,417
294.458,404
294.483,379
294.508,356
294.533,337
294.558,310
294.583,264
294.608,204
294.633,146
294.658,99
294.683,49
294.708,-19
294.733,-96
294.758,-136
294.783,-91
294.808,41
294.833,210
294.858,343
294.883,401
294.908,396
294.933,369
294.958,350
294.983,342
295.008,333
295.033,318
295.058,306
295.083,306
295.108,313
295.133,312
295.158,295
295.183,264
295.208,227
295.233,184
295.258,135
295.283,85
295.308,40
295.333,0
295.358,-50
295.383,-116
295.408,-181
295.433,-202
295.458,-143
295.483,-9
295.508,146
295.533,258
295.558,301
295.583,297
295.608,288
295.633,296
295.658,307
295.683,306
295.708,298
295.733,306
295.758,339
295.783,378
295.808,399
295.833,399
295.858,399
295.883,414
295.908,431
295.933,420
295.958,379
295.983,345
296.008,354
296.033,400
296.058,431
296.083,412
296.108,375
296.133,394
296.158,508
296.183,673
296.208,790
296.233,791
296.258,692
296.283,564
296.308,463
296.333,391
296.358,318
296.383,234
296.408,159
296.433,116
296.458,101
296.483,86
296.508,45
296.533,-23
296.558,-104
296.583,-174
296.608,-221
296.633,-245
296.658,-261
296.683,-291
296.708,-345
296.733,-407
296.758,-437
296.783,-400
296.808,-296
296.833,-162
296.858,-43
296.883,37
296.908,84
296.933,116
296.958,141
296.983,158
297.008,168
297.033,178
297.058,204
297.083,264
297.108,363
297.133,484
297.158,593
297.183,649
297.208,641
297.233,597
297.258,558
297.283,536
297.308,510
297.333,450
297.358,363
297.383,295
297.408,286
297.433,332
297.458,398
297.483,456
297.508,497
297.533,502
297.558,428
297.583,247
297.608,10
297.633,-148
297.658,-110
297.683,118
297.708,396
297.733,556
297.758,545
297.783,440
297.808,352
297.833,315
297.858,286
297.883,221
297.908,136
297.933,82
297.958,71
297.983,58
298.008,-2
298.033,-93
298.058,-147
298.083,-114
298.108,-12
298.133,93
298.158,158
298.183,191
298.208,225
298.233,272
298.258,315
298.283,335
298.308,337
298.333,344
298.358,362
298.383,376
298.408,368
298.433,339
298.458,306
298.483,277
298.508,247
298.533,203
298.558,151
298.583,109
298.608,85
298.633,65
298.658,28
298.683,-22
298.708,-54
298.733,-29
298.758,60
298.783,180
298.808,280
298.833,336
298.858,359
298.883,374
298.908,389
298.933,398
298.958,393
298.983,386
299.008,388
299.033,400
299.058,405
299.083,388
299.108,355
299.133,323
299.158,300
299.183,276
299.208,236
299.233,187
299.258,147
299.283,121
299.308,93
299.333,42
299.358,-19
299.383,-46
299.408,-5
299.433,95
299.458,204
299.483,275
299.508,298
299.533,295
299.558,288
299.583,277
299.608,254
299.633,230
299.658,222
299.683,234
299.708,249
299.733,246
299.758,227
299.783,206
299.808,193
299.833,178
299.858,149
299.883,112
299.908,81
299.933,58
299.958,27
299.983,-20
300.008,-58
300.033,-43
300.058,46
300.083,181
300.108,302
300.133,372
300.158,399
300.183,410
300.208,420
300.233,419
300.258,406
300.283,398
300.308,418
300.333,466
300.358,518
300.383,546
300.408,546
300.433,527
300.458,498
300.483,462
300.508,418
300.533,375
300.558,332
300.583,280
300.608,210
300.633,142
300.658,114
300.683,147
300.708,217
300.733,265
300.758,254
300.783,197
300.808,132
300.833,86
300.858,53
300.883,23
300.908,10
300.933,35
300.958,87
300.983,120
301.008,88
301.033,-4
301.058,-104
301.083,-157
301.108,-154
301.133,-127
301.158,-110
301.183,-112
301.208,-122
301.233,-122
301.258,-93
301.283,-4
301.308,165
301.333,403
301.358,645
301.383,808
301.408,850
301.433,798
301.458,720
301.483,672
301.508,657
301.533,646
301.558,615
301.583,559
301.608,487
301.633,404
301.658,312
301.683,218
301.708,137
301.733,79
301.758,38
301.783,-7
301.808,-73
301.833,-152
301.858,-226
301.883,-272
301.908,-285
301.933,-270
301.958,-237
301.983,-188
302.008,-115
302.033,-12
302.058,109
302.083,225
302.108,301
302.133,314
302.158,274
302.183,216
302.208,184
302.233,203
302.258,261
302.283,321
302.308,344
302.333,318
302.358,262
302.383,209
302.408,182
302.433,177
302.458,168
302.483,136
302.508,95
302.533,86
302.558,154
302.583,304
302.608,496
302.633,668
302.658,785
302.683,859
302.708,911
302.733,935
302.758,894
302.783,780
302.808,649
302.833,594
302.858,647
302.883,717
302.908,647
302.933,363
302.958,-35
302.983,-343
303.008,-408
303.033,-245
303.058,6
303.083,212
303.108,313
303.133,301
303.158,154
303.183,-132
303.208,-473
303.233,-684
303.258,-602
303.283,-245
303.308,170
303.333,390
303.358,317
303.383,58
303.408,-190
303.433,-302
303.458,-269
303.483,-141
303.508,35
303.533,226
303.558,388
303.583,495
303.608,573
303.633,682
303.658,839
303.683,968
303.708,961
303.733,797
303.758,587
303.783,474
303.808,480
303.833,475
303.858,315
303.883,10
303.908,-262
303.933,-323
303.958,-165
303.983,35
304.008,95
304.033,-4
304.058,-115
304.083,-76
304.108,123
304.133,342
304.158,430
304.183,368
304.208,267
304.233,250
304.258,329
304.283,403
304.308,364
304.333,199
304.358,-6
304.383,-156
304.408,-213
304.433,-208
304.458,-182
304.483,-148
304.508,-99
304.533,-41
304.558,6
304.583,35
304.608,68
304.633,137
304.658,244
304.683,353
304.708,425
304.733,456
304.758,473
304.783,500
304.808,533
304.833,551
304.858,549
304.883,545
304.908,554
304.933,567
304.958,561
304.983,528
305.008,481
305.033,442
305.058,412
305.083,372
305.108,315
305.133,250
305.158,198
305.183,159
305.208,116
305.233,59
305.258,9
305.283,4
305.308,65
305.333,169
305.358,264
305.383,314
305.408,318
305.433,299
305.458,274
305.483,247
305.508,218
305.533,196
305.558,197
305.583,220
305.608,245
305.633,250
305.658,230
305.683,203
305.708,188
305.733,181
305.758,161
305.783,117
305.808,57
305.833,0
305.858,-55
305.883,-124
305.908,-206
305.933,-268
305.958,-252
305.983,-135
306.008,46
306.033,212
306.058,304
306.083,324
306.108,314
306.133,312
306.158,317
306.183,306
306.208,278
306.233,251
306.258,251
306.283,279
306.308,320
306.333,361
306.358,398
306.383,427
306.408,434
306.433,409
306.458,358
306.483,308
306.508,275
306.533,248
306.558,208
306.583,157
306.608,136
306.633,188
306.658,314
306.683,465
306.708,583
306.733,642
306.758,656
306.783,643
306.808,607
306.833,536
306.858,430
306.883,311
306.908,207
306.933,132
306.958,83
306.983,54
307.008,42
307.033,41
307.058,35
307.083,13
307.108,-23
307.133,-58
307.158,-86
307.183,-114
307.208,-153
307.233,-193
307.258,-204
307.283,-163
307.308,-78
307.333,26
307.358,128
307.383,224
307.408,314
307.433,392
307.458,450
307.483,492
307.508,535
307.533,575
307.558,584
307.583,524
307.608,400
307.633,260
307.658,154
307.683,91
307.708,42
307.733,-5
307.758,-21
307.783,29
307.808,128
307.833,199
307.858,183
307.883,113
307.908,87
307.933,175
307.958,347
307.983,506
308.008,585
308.033,593
308.058,576
308.083,555
308.108,515
308.133,466
308.158,456
308.183,528
308.208,648
308.233,719
308.258,668
308.283,528
308.308,402
308.333,355
308.358,344
308.383,261
308.408,46
308.433,-262
308.458,-562
308.483,-767
308.508,-842
308.533,-784
308.558,-603
308.583,-340
308.608,-70
308.633,117
308.658,183
308.683,158
308.708,115
308.733,104
308.758,129
308.783,169
308.808,215
308.833,267
308.858,322
308.883,365
308.908,385
308.933,386
308.958,381
308.983,374
309.008,360
309.033,342
309.058,327
309.083,318
309.108,303
309.133,268
309.158,228
309.183,223
309.208,281
309.233,384
309.258,477
309.283,515
309.308,500
309.333,464
309.358,433
309.383,407
309.408,377
309.433,351
309.458,346
309.483,364
309.508,382
309.533,380
309.558,365
309.583,358
309.608,363
309.633,355
309.658,315
309.683,252
309.708,196
309.733,158
309.758,110
309.783,25
309.808,-83
309.833,-159
309.858,-151
309.883,-64
309.908,45
309.933,132
309.958,186
309.983,224
310.008,255
310.033,268
310.058,260
310.083,254
310.108,276
310.133,330
310.158,385
310.183,414
310.208,414
310.233,410
310.258,410
310.283,403
310.308,373
310.333,327
310.358,284
310.383,242
310.408,171
310.433,54
310.458,-75
310.483,-144
310.508,-101
310.533,29
310.558,165
310.583,239
310.608,248
310.633,247
310.658,291
310.683,388
310.708,504
310.733,586
310.758,586
310.783,490
310.808,331
310.833,187
310.858,142
310.883,209
310.908,311
310.933,325
310.958,190
310.983,-43
311.008,-258
311.033,-373
311.058,-398
311.083,-389
311.108,-367
311.133,-284
311.158,-92
311.183,192
311.208,486
311.233,697
311.258,795
311.283,799
311.308,739
311.333,627
311.358,479
311.383,339
311.408,261
311.433,260
311.458,299
311.483,321
311.508,296
311.533,242
311.558,191
311.583,153
311.608,115
311.633,70
311.658,24
311.683,-12
311.708,-51
311.733,-107
311.758,-180
311.783,-240
311.808,-251
311.833,-199
311.858,-99
311.883,19
311.908,135
311.933,231
311.958,291
311.983,306
312.008,294
312.033,292
312.058,328
312.083,393
312.108,450
312.133,464
312.158,438
312.183,396
312.208,359
312.233,327
312.258,291
312.283,255
312.308,223
312.333,190
312.358,142
312.383,81
312.408,43
312.433,73
312.458,182
312.483,325
312.508,439
312.533,492
312.558,503
312.583,506
312.608,512
312.633,508
312.658,485
312.683,461
312.708,460
312.733,483
312.758,506
312.783,505
312.808,485
312.833,464
312.858,447
312.883,422
312.908,380
312.933,334
312.958,307
312.983,298
313.008,282
313.033,241
313.058,189
313.083,173
313.108,222
313.133,320
313.158,416
313.183,463
313.208,443
313.233,366
313.258,245
313.283,100
313.308,-43
313.333,-160
313.358,-241
313.383,-299
313.408,-354
313.433,-405
313.458,-438
313.483,-442
313.508,-425
313.533,-403
313.558,-373
313.583,-314
313.608,-216
313.633,-98
313.658,3
313.683,75
313.708,137
313.733,215
313.758,310
313.783,392
313.808,437
313.833,448
313.858,450
313.883,456
313.908,459
313.933,445
313.958,421
313.983,405
314.008,410
314.033,430
314.058,447
314.083,452
314.108,445
314.133,428
314.158,398
314.183,357
314.208,314
314.233,280
314.258,251
314.283,217
314.308,177
314.333,157
314.358,186
314.383,272
314.408,384
314.433,478
314.458,531
314.483,554
314.508,571
314.533,594
314.558,615
314.583,620
314.608,611
314.633,594
314.658,576
314.683,546
314.708,490
314.733,397
314.758,280
314.783,167
314.808,88
314.833,44
314.858,3
314.883,-86
314.908,-252
314.933,-466
314.958,-651
314.983,-719
315.008,-629
315.033,-402
315.058,-109
315.083,171
315.108,383
315.133,503
315.158,538
315.183,514
315.208,466
315.233,421
315.258,392
315.283,380
315.308,375
315.333,367
315.358,348
315.383,312
315.408,266
315.433,221
315.458,191
315.483,177
315.508,170
315.533,162
315.558,149
315.583,131
315.608,103
315.633,58
315.658,5
315.683,-29
315.708,-18
315.733,42
315.758,125
315.783,195
315.808,233
315.833,250
315.858,262
315.883,270
315.908,266
315.933,248
315.958,231
315.983,230
316.008,243
316.033,256
316.058,258
316.083,249
316.108,238
316.133,226
316.158,213
316.183,197
316.208,181
316.233,164
316.258,134
316.283,91
316.308,52
316.333,52
316.358,111
316.383,206
316.408,292
316.433,336
316.458,342
316.483,337
316.508,339
316.533,342
316.558,335
316.583,322
316.608,321
316.633,339
316.658,362
316.683,369
316.708,352
316.733,325
316.758,303
316.783,289
316.808,272
316.833,249
316.858,223
316.883,199
316.908,172
316.933,146
316.958,141
316.983,189
317.008,298
317.033,436
317.058,549
317.083,607
317.108,621
317.133,627
317.158,643
317.183,659
317.208,654
317.233,629
317.258,592
317.283,534
317.308,431
317.333,272
317.358,94
317.383,-36
317.408,-79
317.433,-66
317.458,-67
317.483,-132
317.508,-245
317.533,-363
317.558,-466
317.583,-576
317.608,-711
317.633,-836
317.658,-879
317.683,-798
317.708,-630
317.733,-448
317.758,-297
317.783,-150
317.808,38
317.833,276
317.858,511
317.883,686
317.908,791
317.933,858
317.958,912
317.983,945
318.008,937
318.033,895
318.058,859
318.083,853
318.108,860
318.133,844
318.158,797
318.183,760
318.208,769
318.233,805
318.258,795
318.283,683
318.308,494
318.333,319
318.358,236
318.383,249
318.408,298
318.433,319
318.458,297
318.483,254
318.508,201
318.533,117
318.558,-25
318.583,-218
318.608,-401
318.633,-505
318.658,-498
318.683,-405
318.708,-284
318.733,-184
318.758,-120
318.783,-86
318.808,-70
318.833,-67
318.858,-68
318.883,-64
318.908,-49
318.933,-28
318.958,-20
318.983,-39
319.008,-69
319.033,-78
319.058,-32
319.083,68
319.108,192
319.133,299
319.158,369
319.183,408
319.208,429
319.233,438
319.258,429
319.283,402
319.308,370
319.333,355
319.358,361
319.383,375
319.408,377
319.433,362
319.458,341
319.483,326
319.508,318
319.533,305
319.558,284
319.583,261
319.608,247
319.633,238
319.658,222
319.683,191
319.708,160
319.733,161
319.758,213
319.783,310
319.808,416
319.833,494
319.858,531
319.883,539
319.908,538
319.933,536
319.958,531
319.983,519
320.008,509
320.033,512
320.058,527
320.083,543
320.108,544
320.133,531
320.158,516
320.183,508
320.208,499
320.233,468
320.258,405
320.283,315
320.308,206
320.333,64
320.358,-133
320.383,-381
320.408,-615
320.433,-737
320.458,-683
320.483,-476
320.508,-208
320.533,22
320.558,176
320.583,264
320.608,305
320.633,299
320.658,244
320.683,169
320.708,131
320.733,171
320.758,280
320.783,408
320.808,509
320.833,567
320.858,585
320.883,560
320.908,478
320.933,343
320.958,191
320.983,59
321.008,-47
321.033,-153
321.058,-268
321.083,-356
321.108,-357
321.133,-251
321.158,-83
321.183,68
321.208,157
321.233,198
321.258,222
321.283,232
321.308,202
321.333,122
321.358,34
321.383,7
321.408,79
321.433,217
321.458,359
321.483,463
321.508,536
321.533,602
321.558,674
321.583,736
321.608,779
321.633,810
321.658,836
321.683,840
321.708,779
321.733,629
321.758,415
321.783,207
321.808,69
321.833,11
321.858,-10
321.883,-49
321.908,-122
321.933,-203
321.958,-261
321.983,-280
322.008,-267
322.033,-231
322.058,-168
322.083,-72
322.108,41
322.133,142
322.158,205
322.183,236
322.208,260
322.233,298
322.258,347
322.283,396
322.308,446
322.333,514
322.358,598
322.383,659
322.408,646
322.433,548
322.458,419
322.483,340
322.508,354
322.533,430
322.558,501
322.583,523
322.608,500
322.633,460
322.658,420
322.683,377
322.708,330
322.733,285
322.758,247
322.783,210
322.808,168
322.833,137
322.858,144
322.883,191
322.908,244
322.933,259
322.958,225
322.983,174
323.008,131
323.033,77
323.058,-32
323.083,-203
323.108,-368
323.133,-438
323.158,-379
323.183,-248
323.208,-133
323.233,-77
323.258,-57
323.283,-22
323.308,41
323.333,110
323.358,161
323.383,197
323.408,238
323.433,294
323.458,355
