df_hash,22ZHK4.QRYGM8
118.856,0.962
118.886,0.962
118.916,0.962
118.946,0.962
118.976,0.960
119.006,0.958
119.036,0.962
119.066,0.963
119.096,0.956
119.126,0.961
119.156,0.963
119.186,0.960
119.216,0.962
119.246,0.961
119.276,0.960
119.306,0.964
119.336,0.961
119.366,0.961
119.396,0.955
119.426,0.963
119.456,0.961
119.486,0.964
119.516,0.959
119.546,0.957
119.576,0.959
119.606,0.962
119.636,0.962
119.666,0.960
119.696,0.959
119.726,0.962
119.756,0.961
119.786,0.961
119.816,0.960
119.846,0.960
119.876,0.962
119.906,0.959
119.936,0.961
119.966,0.959
119.996,0.960
120.026,0.962
120.056,0.962
120.086,0.961
120.116,0.958
120.146,0.961
120.176,0.965
120.206,0.960
120.236,0.964
120.266,0.959
120.296,0.957
120.326,0.959
120.356,0.964
120.386,0.964
120.416,0.958
120.446,0.957
120.476,0.962
120.506,0.967
120.536,0.959
120.566,0.960
120.596,0.960
120.626,0.964
120.656,0.963
120.686,0.965
120.716,0.958
120.746,0.961
120.776,0.962
120.806,0.959
120.836,0.959
120.866,0.959
120.896,0.964
120.926,0.963
120.956,0.958
120.986,0.960
121.016,0.963
121.046,0.964
121.076,0.958
121.106,0.960
121.136,0.960
121.166,0.961
121.196,0.965
121.226,0.958
121.256,0.962
121.286,0.960
121.316,0.964
121.346,0.962
121.376,0.958
121.406,0.963
121.436,0.961
121.466,0.959
121.496,0.961
121.526,0.960
121.556,0.960
121.586,0.962
121.616,0.963
121.646,0.958
121.676,0.963
121.706,0.958
121.736,0.954
121.766,0.962
121.796,0.967
121.826,0.961
121.856,0.964
121.886,0.958
121.916,0.960
121.946,0.963
121.976,0.961
122.006,0.963
122.036,0.962
122.066,0.955
122.096,0.964
122.126,0.963
122.156,0.959
122.186,0.958
122.216,0.963
122.246,0.960
122.276,0.960
122.306,0.961
122.336,0.959
122.366,0.959
122.396,0.963
122.426,0.955
122.456,0.962
122.486,0.962
122.516,0.958
122.546,0.956
122.576,0.967
122.606,0.960
122.636,0.962
122.666,0.961
122.696,0.956
122.726,0.959
122.756,0.960
122.786,0.960
122.816,0.961
122.846,0.955
122.876,0.962
122.906,0.962
122.936,0.960
122.966,0.958
122.996,0.961
123.026,0.963
123.056,0.962
123.086,0.962
123.116,0.960
123.146,0.960
123.176,0.960
123.206,0.957
123.236,0.957
123.266,0.964
123.296,0.965
123.326,0.957
123.356,0.961
123.386,0.959
123.416,0.958
123.446,0.964
123.476,0.960
123.506,0.959
123.536,0.960
123.566,0.964
123.596,0.964
123.626,0.962
123.656,0.960
123.686,0.960
123.716,0.963
123.746,0.958
123.776,0.963
123.806,0.960
123.836,0.958
123.866,0.963
123.896,0.965
123.926,0.959
123.956,0.961
123.986,0.964
124.016,0.961
124.046,0.958
124.076,0.966
124.106,0.966
124.136,0.958
124.166,0.959
124.196,0.962
124.226,0.962
124.256,0.964
124.286,0.958
124.316,0.958
124.346,0.964
124.376,0.966
124.406,0.960
124.436,0.968
124.466,0.958
124.496,0.961
124.526,0.960
124.556,0.963
124.586,0.958
124.616,0.962
124.646,0.960
124.676,0.962
124.706,0.961
124.736,0.958
124.766,0.963
124.796,0.963
124.826,0.960
124.856,0.960
124.886,0.957
124.916,0.962
124.946,0.961
124.976,0.965
125.006,0.959
125.036,0.958
125.066,0.959
125.096,0.961
125.126,0.965
125.156,0.964
125.186,0.954
125.216,0.964
125.246,0.967
125.276,0.957
125.306,0.958
125.336,0.964
125.366,0.962
125.396,0.961
125.426,0.962
125.456,0.961
125.486,0.963
125.516,0.964
125.546,0.958
125.576,0.962
125.606,0.962
125.636,0.958
125.666,0.962
125.696,0.961
125.726,0.960
125.756,0.963
125.786,0.964
125.816,0.962
125.846,0.960
125.876,0.958
125.906,0.963
125.936,0.961
125.966,0.961
125.996,0.960
126.026,0.964
126.056,0.960
126.086,0.961
126.116,0.960
126.146,0.962
126.176,0.962
126.206,0.958
126.236,0.963
126.266,0.960
126.296,0.956
126.326,0.967
126.356,0.961
126.386,0.958
126.416,0.962
126.446,0.963
126.476,0.960
126.506,0.960
126.536,0.958
126.566,0.963
126.596,0.965
126.626,0.957
126.656,0.957
126.686,0.964
126.716,0.959
126.746,0.962
126.776,0.963
126.806,0.961
126.836,0.963
126.866,0.963
126.896,0.957
126.926,0.958
126.956,0.965
126.986,0.961
127.016,0.961
127.046,0.960
127.076,0.959
127.106,0.961
127.136,0.964
127.166,0.959
127.196,0.964
127.226,0.956
127.256,0.962
127.286,0.964
127.316,0.959
127.346,0.961
127.376,0.961
127.406,0.964
127.436,0.964
127.466,0.962
127.496,0.961
127.526,0.960
127.556,0.962
127.586,0.958
127.616,0.962
127.646,0.961
127.676,0.962
127.706,0.960
127.736,0.961
127.766,0.964
127.796,0.958
127.826,0.957
127.856,0.962
127.886,0.958
127.916,0.964
127.946,0.964
127.976,0.962
128.006,0.963
128.036,0.963
128.066,0.961
128.096,0.962
128.126,0.958
128.156,0.961
128.186,0.963
128.216,0.961
128.246,0.959
128.276,0.962
128.306,0.959
128.336,0.959
128.366,0.959
128.396,0.961
128.426,0.960
128.456,0.963
128.486,0.963
128.516,0.959
128.546,0.965
128.576,0.963
128.606,0.965
128.636,0.961
128.666,0.960
128.696,0.964
128.726,0.965
128.756,0.963
128.786,0.962
128.816,0.956
128.846,0.964
128.876,0.966
128.906,0.957
128.936,0.959
128.966,0.960
128.996,0.961
129.026,0.967
129.056,0.966
129.086,0.958
129.116,0.952
129.146,0.993
129.176,0.970
129.206,0.958
129.236,0.950
129.266,0.953
129.296,0.954
129.326,0.960
129.356,0.956
129.386,0.961
129.416,0.961
129.446,0.959
129.476,0.960
129.506,0.958
129.536,0.962
129.566,0.958
129.596,0.957
129.626,0.962
129.656,0.958
129.686,0.954
129.716,0.959
129.746,0.960
129.776,0.961
129.806,0.958
129.836,0.960
129.866,0.961
129.896,0.962
129.926,0.960
129.956,0.960
129.986,0.954
130.016,0.962
130.046,0.960
130.076,0.958
130.106,0.962
130.136,0.959
130.166,0.959
130.196,0.962
130.226,0.958
130.256,0.958
130.286,0.956
130.316,0.951
130.346,0.967
130.376,0.957
130.406,0.958
130.436,0.963
130.466,0.959
130.496,0.955
130.526,0.959
130.556,0.953
130.586,0.958
130.616,0.957
130.646,0.963
130.676,0.967
130.706,0.961
130.736,0.967
130.766,0.959
130.796,0.955
130.826,0.956
130.856,0.960
130.886,0.968
130.916,0.961
130.946,0.960
130.976,0.951
131.006,0.963
131.036,0.960
131.066,0.957
131.096,0.958
131.126,0.964
131.156,0.962
131.186,0.959
131.216,0.963
131.246,0.965
131.276,0.958
131.306,0.960
131.336,0.962
131.366,0.958
131.396,0.964
131.426,0.959
131.456,0.959
131.486,0.965
131.516,0.964
131.546,0.963
131.576,0.965
131.606,0.959
131.636,0.954
131.666,0.963
131.696,0.955
131.726,0.957
131.756,0.963
131.786,0.959
131.816,0.958
131.846,0.963
131.876,0.960
131.906,0.963
131.936,0.962
131.966,0.955
131.996,0.955
132.026,0.961
132.056,0.963
132.086,0.964
132.116,0.960
132.146,0.956
132.176,0.962
132.206,0.961
132.236,0.967
132.266,0.960
132.296,0.957
132.326,0.964
132.356,0.967
132.386,0.959
132.416,0.958
132.446,0.963
132.476,0.962
132.506,0.963
132.536,0.961
132.566,0.961
132.596,0.960
132.626,0.963
132.656,0.960
132.686,0.963
132.716,0.960
132.746,0.961
132.776,0.959
132.806,0.964
132.836,0.965
132.866,0.962
132.896,0.957
132.926,0.959
132.956,0.963
132.986,0.965
133.016,0.963
133.046,0.962
133.076,0.958
133.106,0.961
133.136,0.961
133.166,0.960
133.196,0.960
133.226,0.962
133.256,0.964
133.286,0.963
133.316,0.961
133.346,0.960
133.376,0.959
133.406,0.960
133.436,0.960
133.466,0.961
133.496,0.959
133.526,0.962
133.556,0.960
133.586,0.960
133.616,0.965
133.646,0.960
133.676,0.966
133.706,0.960
133.736,0.958
133.766,0.959
133.796,0.963
133.826,0.964
133.856,0.963
133.886,0.956
133.916,0.960
133.946,0.966
133.976,0.960
134.006,0.959
134.036,0.961
134.066,0.964
134.096,0.964
134.126,0.963
134.156,0.962
134.186,0.963
134.216,0.963
134.246,0.959
134.276,0.961
134.306,0.962
134.336,0.961
134.366,0.966
134.396,0.958
134.426,0.963
134.456,0.964
134.486,0.965
134.516,0.962
134.546,0.957
134.576,0.958
134.606,0.967
134.636,0.966
134.666,0.960
134.696,0.963
134.726,0.957
134.756,0.970
134.786,0.959
134.816,0.960
134.846,0.960
134.876,0.962
134.906,0.961
134.936,0.963
134.966,0.961
134.996,0.963
135.026,0.960
135.056,0.964
135.086,0.965
135.116,0.960
135.146,0.955
135.176,0.963
135.206,0.963
135.236,0.961
135.266,0.966
135.296,0.963
135.326,0.958
135.356,0.957
135.386,0.963
135.416,0.963
135.446,0.963
135.476,0.956
135.506,0.962
135.536,0.963
135.566,0.961
135.596,0.958
135.626,0.966
135.656,0.960
135.686,0.960
135.716,0.965
135.746,0.962
135.776,0.959
135.806,0.966
135.836,0.962
135.866,0.961
135.896,0.959
135.926,0.962
135.956,0.958
135.986,0.964
136.016,0.961
136.046,0.960
136.076,0.961
136.106,0.964
136.136,0.961
136.166,0.965
136.196,0.958
136.226,0.961
136.256,0.966
136.286,0.960
136.316,0.962
136.346,0.963
136.376,0.965
136.406,0.964
136.436,0.964
136.466,0.960
136.496,0.965
136.526,0.960
136.556,0.963
136.586,0.962
136.616,0.960
136.646,0.960
136.676,0.962
136.706,0.965
136.736,0.963
136.766,0.958
136.796,0.963
136.826,0.965
136.856,0.961
136.886,0.965
136.916,0.962
136.946,0.958
136.976,0.967
137.006,0.962
137.036,0.959
137.066,0.963
137.096,0.963
137.126,0.961
137.156,0.965
137.186,0.964
137.216,0.961
137.246,0.962
137.276,0.967
137.306,0.964
137.336,0.958
137.366,0.963
137.396,0.966
137.426,0.966
137.456,0.970
137.486,0.962
137.516,0.957
137.546,0.960
137.576,0.962
137.606,0.964
137.636,0.967
137.666,0.956
137.696,0.962
137.726,0.969
137.756,0.959
137.786,0.960
137.816,0.964
137.846,0.965
137.876,0.961
137.906,0.964
137.936,0.962
137.966,0.958
137.996,0.967
138.026,0.965
138.056,0.958
138.086,0.959
138.116,0.967
138.146,0.962
138.176,0.966
138.206,0.959
138.236,0.957
138.266,0.963
138.296,0.966
138.326,0.968
138.356,0.964
138.386,0.956
138.416,0.964
138.446,0.962
138.476,0.958
138.506,0.962
138.536,0.965
138.566,0.964
138.596,0.963
138.626,0.958
138.656,0.962
138.686,0.967
138.716,0.959
138.746,0.957
138.776,0.959
138.806,0.964
138.836,0.962
138.866,0.965
138.896,0.960
138.926,0.962
138.956,0.963
138.986,0.965
139.016,0.963
139.046,0.963
139.076,0.958
139.106,0.962
139.136,0.963
139.166,0.963
139.196,0.959
139.226,0.959
139.256,0.965
139.286,0.964
139.316,0.956
139.346,0.968
139.376,0.967
139.406,0.958
139.436,0.960
139.466,0.963
139.496,0.959
139.526,0.962
139.556,0.958
139.586,0.960
139.616,0.963
139.646,0.963
139.676,0.963
139.706,0.963
139.736,0.956
139.766,0.963
139.796,0.963
139.826,0.957
139.856,0.965
139.886,0.959
139.916,0.962
139.946,0.965
139.976,0.960
140.006,0.962
140.036,0.965
140.066,0.964
140.096,0.963
140.126,0.961
140.156,0.961
140.186,0.962
140.216,0.966
140.246,0.959
140.276,0.963
140.306,0.962
140.336,0.961
140.366,0.965
140.396,0.964
140.426,0.958
140.456,0.964
140.486,0.964
140.516,0.958
140.546,0.960
140.576,0.964
140.606,0.962
140.636,0.963
140.666,0.961
140.696,0.958
140.726,0.963
140.756,0.961
140.786,0.964
140.816,0.963
140.846,0.961
140.876,0.960
140.906,0.965
140.936,0.966
140.966,0.966
140.996,0.961
141.026,0.958
141.056,0.964
141.086,0.961
141.116,0.961
141.146,0.962
141.176,0.959
141.206,0.963
141.236,0.964
141.266,0.959
141.296,0.958
141.326,0.961
141.356,0.963
141.386,0.966
141.416,0.961
141.446,0.961
141.476,0.962
141.506,0.962
141.536,0.963
141.566,0.962
141.596,0.963
141.626,0.966
141.656,0.960
141.686,0.961
141.716,0.960
141.746,0.963
141.776,0.963
141.806,0.960
141.836,0.957
141.866,0.962
141.896,0.961
141.926,0.962
141.956,0.962
141.986,0.958
142.016,0.966
142.046,0.964
142.076,0.959
142.106,0.959
142.136,0.963
142.166,0.961
142.196,0.960
142.226,0.962
142.256,0.960
142.286,0.962
142.316,0.961
142.346,0.963
142.376,0.962
142.406,0.961
142.436,0.955
142.466,0.963
142.496,0.969
142.526,0.961
142.556,0.970
142.586,0.959
142.616,0.958
142.646,0.964
142.676,0.964
142.706,0.967
142.736,0.960
142.766,0.959
142.796,0.967
142.826,0.965
142.856,0.959
142.886,0.960
142.916,0.964
142.946,0.962
142.976,0.965
143.006,0.963
143.036,0.962
143.066,0.965
143.096,0.964
143.126,0.963
143.156,0.960
143.186,0.963
143.216,0.966
143.246,0.964
143.276,0.966
143.306,0.961
143.336,0.962
143.366,0.963
143.396,0.967
143.426,0.964
143.456,0.962
143.486,0.961
143.516,0.963
143.546,0.966
143.576,0.960
143.606,0.962
143.636,0.962
143.666,0.963
143.696,0.964
143.726,0.965
143.756,0.962
143.786,0.965
143.816,0.966
143.846,0.965
143.876,0.966
143.906,0.958
143.936,0.963
143.966,0.962
143.996,0.966
144.026,0.962
144.056,0.965
144.086,0.961
144.116,0.961
144.146,0.966
144.176,0.965
144.206,0.965
144.236,0.958
144.266,0.970
144.296,0.966
144.326,0.961
144.356,0.963
144.386,0.961
144.416,0.967
144.446,0.966
144.476,0.959
144.506,0.961
144.536,0.965
144.566,0.964
144.596,0.963
144.626,0.964
144.656,0.962
144.686,0.961
144.716,0.965
144.746,0.963
144.776,0.963
144.806,0.962
144.836,0.959
144.866,0.962
144.896,0.967
144.926,0.965
144.956,0.963
144.986,0.956
145.016,0.962
145.046,0.965
145.076,0.959
145.106,0.962
145.136,0.964
145.166,0.963
145.196,0.963
145.226,0.968
145.256,0.963
145.286,0.960
145.316,0.964
145.346,0.966
145.376,0.965
145.406,0.964
145.436,0.961
145.466,0.961
145.496,0.965
145.526,0.965
145.556,0.964
145.586,0.963
145.616,0.962
145.646,0.961
145.676,0.968
145.706,0.966
145.736,0.967
145.766,0.956
145.796,0.964
145.826,0.967
145.856,0.962
145.886,0.963
145.916,0.960
145.946,0.963
145.976,0.961
146.006,0.965
146.036,0.962
146.066,0.960
146.096,0.959
146.126,0.964
146.156,0.965
146.186,0.960
146.216,0.959
146.246,0.964
146.276,0.967
146.306,0.966
146.336,0.964
146.366,0.958
146.396,0.960
146.426,0.960
146.456,0.960
146.486,0.961
146.516,0.965
146.546,0.958
146.576,0.967
146.606,0.959
146.636,0.957
146.666,0.963
146.696,0.961
146.726,0.965
146.756,0.962
146.786,0.959
146.816,0.964
146.846,0.966
146.876,0.961
146.906,0.962
146.936,0.964
146.966,0.960
146.996,0.963
147.026,0.967
147.056,0.967
147.086,0.960
147.116,0.959
147.146,0.964
147.176,0.967
147.206,0.960
147.236,0.959
147.266,0.961
147.296,0.965
147.326,0.959
147.356,0.959
147.386,0.961
147.416,0.961
147.446,0.961
147.476,0.964
147.506,0.963
147.536,0.961
147.566,0.966
147.596,0.964
147.626,0.958
147.656,0.966
147.686,0.956
147.716,0.970
147.746,0.958
147.776,0.964
147.806,0.960
147.836,0.959
147.866,0.969
147.896,0.966
147.926,0.966
147.956,0.955
147.986,0.967
148.016,0.963
148.046,0.961
148.076,0.964
148.106,0.964
148.136,0.959
148.166,0.964
148.196,0.961
148.226,0.963
148.256,0.965
148.286,0.965
148.316,0.966
148.346,0.963
148.376,0.955
148.406,0.964
148.436,0.964
148.466,0.964
148.496,0.961
148.526,0.961
148.556,0.965
148.586,0.965
148.616,0.965
148.646,0.965
148.676,0.956
148.706,0.964
148.736,0.966
148.766,0.962
148.796,0.961
148.826,0.962
148.856,0.961
148.886,0.966
148.916,0.965
148.946,0.960
148.976,0.965
149.006,0.961
149.036,0.961
149.066,0.964
149.096,0.963
149.126,0.963
149.156,0.965
149.186,0.962
149.216,0.965
149.246,0.960
149.276,0.959
149.306,0.962
149.336,0.966
149.366,0.965
149.396,0.958
149.426,0.959
149.456,0.963
149.486,0.967
149.516,0.956
149.546,0.958
149.576,0.964
149.606,0.963
149.636,0.962
149.666,0.962
149.696,0.963
149.726,0.961
149.756,0.961
149.786,0.965
149.816,0.962
149.846,0.958
149.876,0.961
149.906,0.970
149.936,0.964
149.966,0.964
149.996,0.958
150.026,0.958
150.056,0.965
150.086,0.961
150.116,0.962
150.146,0.960
150.176,0.957
150.206,0.967
150.236,0.960
150.266,0.961
150.296,0.963
150.326,0.961
150.356,0.963
150.386,0.963
150.416,0.962
150.446,0.963
150.476,0.967
150.506,0.963
150.536,0.958
150.566,0.962
150.596,0.961
150.626,0.961
150.656,0.965
150.686,0.958
150.716,0.961
150.746,0.962
150.776,0.964
150.806,0.965
150.836,0.964
150.866,0.958
150.896,0.967
150.926,0.964
150.956,0.959
150.986,0.962
151.016,0.962
151.046,0.962
151.076,0.961
151.106,0.964
151.136,0.963
151.166,0.961
151.196,0.966
151.226,0.960
151.256,0.962
151.286,0.961
151.316,0.965
151.346,0.970
151.376,0.959
151.406,0.959
151.436,0.963
151.466,0.963
151.496,0.964
151.526,0.964
151.556,0.960
151.586,0.958
151.616,0.966
151.646,0.965
151.676,0.962
151.706,0.964
151.736,0.965
151.766,0.959
151.796,0.965
151.826,0.964
151.856,0.962
151.886,0.965
151.916,0.963
151.946,0.966
151.976,0.962
152.006,0.962
152.036,0.958
152.066,0.962
152.096,0.965
152.126,0.963
152.156,0.959
152.186,0.962
152.216,0.962
152.246,0.966
152.276,0.963
152.306,0.964
152.336,0.960
152.366,0.966
152.396,0.961
152.426,0.960
152.456,0.961
152.486,0.964
152.516,0.962
152.546,0.967
152.576,0.961
152.606,0.965
152.636,0.962
152.666,0.961
152.696,0.962
152.726,0.964
152.756,0.958
152.786,0.959
152.816,0.963
152.846,0.962
152.876,0.969
152.906,0.961
152.936,0.958
152.966,0.959
152.996,0.965
153.026,0.961
153.056,0.964
153.086,0.954
153.116,0.960
153.146,0.968
153.176,0.963
153.206,0.959
153.236,0.963
153.266,0.965
153.296,0.962
153.326,0.961
153.356,0.966
153.386,0.960
153.416,0.959
153.446,0.970
153.476,0.964
153.506,0.961
153.536,0.961
153.566,0.963
153.596,0.960
153.626,0.967
153.656,0.962
153.686,0.957
153.716,0.961
153.746,0.963
153.776,0.963
153.806,0.962
153.836,0.962
153.866,0.962
153.896,0.965
153.926,0.962
153.956,0.964
153.986,0.961
154.016,0.963
154.046,0.962
154.076,0.960
154.106,0.961
154.136,0.963
154.166,0.965
154.196,0.963
154.226,0.961
154.256,0.964
154.286,0.961
154.316,0.965
154.346,0.963
154.376,0.960
154.406,0.961
154.436,0.967
154.466,0.966
154.496,0.962
154.526,0.959
154.556,0.964
154.586,0.966
154.616,0.961
154.646,0.960
154.676,0.968
154.706,0.960
154.736,0.957
154.766,0.966
154.796,0.965
154.826,0.962
154.856,0.962
154.886,0.964
154.916,0.961
154.946,0.965
154.976,0.967
155.006,0.965
155.036,0.963
155.066,0.960
155.096,0.964
155.126,0.966
155.156,0.962
155.186,0.964
155.216,0.958
155.246,0.968
155.276,0.961
155.306,0.959
155.336,0.959
155.366,0.962
155.396,0.964
155.426,0.960
155.456,0.961
155.486,0.960
155.516,0.966
155.546,0.961
155.576,0.962
155.606,0.959
155.636,0.965
155.666,0.966
155.696,0.966
155.726,0.960
155.756,0.960
155.786,0.963
155.816,0.964
155.846,0.963
155.876,0.969
155.906,0.955
155.936,0.971
155.966,0.962
155.996,0.956
156.026,0.963
156.056,0.965
156.086,0.964
156.116,0.964
156.146,0.961
156.176,0.964
156.206,0.964
156.236,0.965
156.266,0.959
156.296,0.964
156.326,0.963
156.356,0.961
156.386,0.960
156.416,0.963
156.446,0.968
156.476,0.962
156.506,0.962
156.536,0.961
156.566,0.964
156.596,0.965
156.626,0.965
156.656,0.962
156.686,0.957
156.716,0.965
156.746,0.964
156.776,0.966
156.806,0.963
156.836,0.960
156.866,0.964
156.896,0.965
156.926,0.959
156.956,0.964
156.986,0.963
157.016,0.963
157.046,0.963
157.076,0.959
157.106,0.963
157.136,0.964
157.166,0.960
157.196,0.961
157.226,0.964
157.256,0.964
157.286,0.967
157.316,0.963
157.346,0.960
157.376,0.960
157.406,0.962
157.436,0.964
157.466,0.966
157.496,0.957
157.526,0.963
157.556,0.967
157.586,0.962
157.616,0.961
157.646,0.961
157.676,0.960
157.706,0.966
157.736,0.963
157.766,0.965
157.796,0.963
157.826,0.961
157.856,0.961
157.886,0.964
157.916,0.963
157.946,0.963
157.976,0.959
158.006,0.964
158.036,0.965
158.066,0.967
158.096,0.966
158.126,0.958
158.156,0.957
158.186,0.964
158.216,0.969
158.246,0.961
158.276,0.960
158.306,0.963
158.336,0.962
158.366,0.960
158.396,0.958
158.426,0.960
158.456,0.967
158.486,0.962
158.516,0.959
158.546,0.962
158.576,0.963
158.606,0.961
158.636,0.962
158.666,0.965
158.696,0.963
158.726,0.962
158.756,0.961
158.786,0.966
158.816,0.964
158.846,0.967
158.876,0.962
158.906,0.958
158.936,0.963
158.966,0.966
158.996,0.967
159.026,0.962
159.056,0.956
159.086,0.966
159.116,0.963
159.146,0.958
159.176,0.964
159.206,0.965
159.236,0.962
159.266,0.964
159.296,0.960
159.326,0.960
159.356,0.961
159.386,0.965
159.416,0.965
159.446,0.958
159.476,0.960
159.506,0.965
159.536,0.964
159.566,0.967
159.596,0.960
159.626,0.961
159.656,0.963
159.686,0.964
159.716,0.966
159.746,0.964
159.776,0.962
159.806,0.963
159.836,0.967
159.866,0.961
159.896,0.960
159.926,0.960
159.956,0.963
159.986,0.965
160.016,0.964
160.046,0.963
160.076,0.963
160.106,0.962
160.136,0.963
160.166,0.967
160.196,0.961
160.226,0.961
160.256,0.961
160.286,0.965
160.316,0.962
160.346,0.964
160.376,0.962
160.406,0.960
160.436,0.967
160.466,0.964
160.496,0.966
160.526,0.966
160.556,0.959
160.586,0.967
160.616,0.964
160.646,0.961
160.676,0.961
160.706,0.961
160.736,0.964
160.766,0.968
160.796,0.966
160.826,0.958
160.856,0.970
160.886,0.958
160.916,0.961
160.946,0.966
160.976,0.966
161.006,0.959
161.036,0.960
161.066,0.968
161.096,0.962
161.126,0.963
161.156,0.958
161.186,0.960
161.216,0.961
161.246,0.964
161.276,0.967
161.306,0.962
161.336,0.960
161.366,0.963
161.396,0.962
161.426,0.959
161.456,0.962
161.486,0.962
161.516,0.963
161.546,0.962
161.576,0.966
161.606,0.964
161.636,0.962
161.666,0.965
161.696,0.965
161.726,0.961
161.756,0.957
161.786,0.961
161.816,0.964
161.846,0.961
161.876,0.958
161.906,0.965
161.936,0.964
161.966,0.966
161.996,0.961
162.026,0.963
162.056,0.954
162.086,0.963
162.116,0.962
162.146,0.964
162.176,0.962
162.206,0.963
162.236,0.964
162.266,0.964
162.296,0.961
162.326,0.967
162.356,0.964
162.386,0.958
162.416,0.960
162.446,0.963
162.476,0.958
162.506,0.963
162.536,0.961
162.566,0.959
162.596,0.962
162.626,0.962
162.656,0.962
162.686,0.960
162.716,0.957
162.746,0.967
162.776,0.964
162.806,0.957
162.836,0.961
162.866,0.963
162.896,0.960
162.926,0.959
162.956,0.960
162.986,0.961
163.016,0.968
163.046,0.964
163.076,0.959
163.106,0.958
163.136,0.963
163.166,0.964
163.196,0.963
163.226,0.959
163.256,0.962
163.286,0.960
163.316,0.962
163.346,0.962
163.376,0.958
163.406,0.961
163.436,0.965
163.466,0.964
163.496,0.960
163.526,0.964
163.556,0.961
163.586,0.963
163.616,0.962
163.646,0.962
163.676,0.962
163.706,0.966
163.736,0.967
163.766,0.959
163.796,0.959
163.826,0.963
163.856,0.961
163.886,0.962
163.916,0.958
163.946,0.958
163.976,0.964
164.006,0.963
164.036,0.959
164.066,0.960
164.096,0.960
164.126,0.959
164.156,0.966
164.186,0.962
164.216,0.955
164.246,0.967
164.276,0.967
164.306,0.962
164.336,0.961
164.366,0.959
164.396,0.957
164.426,0.959
164.456,0.959
164.486,0.968
164.516,0.960
164.546,0.960
164.576,0.964
164.606,0.964
164.636,0.970
164.666,0.958
164.696,0.955
164.726,0.964
164.756,0.963
164.786,0.963
164.816,0.960
164.846,0.957
164.876,0.964
164.906,0.969
164.936,0.957
164.966,0.962
164.996,0.964
165.026,0.961
165.056,0.957
165.086,0.961
165.116,0.964
165.146,0.965
165.176,0.966
165.206,0.965
165.236,0.954
165.266,0.964
165.296,0.964
165.326,0.959
165.356,0.961
165.386,0.961
165.416,0.958
165.446,0.960
165.476,0.965
165.506,0.961
165.536,0.959
165.566,0.959
165.596,0.959
165.626,0.964
165.656,0.962
165.686,0.958
165.716,0.966
165.746,0.966
165.776,0.964
165.806,0.962
165.836,0.960
165.866,0.963
165.896,0.966
165.926,0.965
165.956,0.960
165.986,0.961
166.016,0.965
166.046,0.965
166.076,0.964
166.106,0.961
166.136,0.964
166.166,0.962
166.196,0.959
166.226,0.965
166.256,0.965
166.286,0.960
166.316,0.966
166.346,0.962
166.376,0.961
166.406,0.958
166.436,0.959
166.466,0.960
166.496,0.962
166.526,0.964
166.556,0.964
166.586,0.961
166.616,0.961
166.646,0.966
166.676,0.965
166.706,0.958
166.736,0.958
166.766,0.961
166.796,0.967
166.826,0.963
166.856,0.963
166.886,0.962
166.916,0.960
166.946,0.964
166.976,0.966
167.006,0.959
167.036,0.957
167.066,0.963
167.096,0.963
167.126,0.963
167.156,0.961
167.186,0.961
167.216,0.958
167.246,0.967
167.276,0.961
167.306,0.961
167.336,0.968
167.366,0.961
167.396,0.958
167.426,0.966
167.456,0.962
167.486,0.958
167.516,0.956
167.546,0.961
167.576,0.966
167.606,0.968
167.636,0.963
167.666,0.960
167.696,0.960
167.726,0.966
167.756,0.966
167.786,0.969
167.816,0.960
167.846,0.956
167.876,0.961
167.906,0.965
167.936,0.968
167.966,0.962
167.996,0.959
168.026,0.964
168.056,0.966
168.086,0.962
168.116,0.961
168.146,0.963
168.176,0.966
168.206,0.961
168.236,0.955
168.266,0.959
168.296,0.967
168.326,0.962
168.356,0.966
168.386,0.958
168.416,0.958
168.446,0.964
168.476,0.965
168.506,0.964
168.536,0.960
168.566,0.954
168.596,0.968
168.626,0.964
168.656,0.957
168.686,0.960
168.716,0.962
168.746,0.961
168.776,0.962
168.806,0.965
168.836,0.967
168.866,0.964
168.896,0.961
168.926,0.960
168.956,0.961
168.986,0.965
169.016,0.960
169.046,0.969
169.076,0.965
169.106,0.959
169.136,0.962
169.166,0.962
169.196,0.963
169.226,0.967
169.256,0.959
169.286,0.961
169.316,0.966
169.346,0.959
169.376,0.960
169.406,0.963
169.436,0.960
169.466,0.961
169.496,0.961
169.526,0.961
169.556,0.962
169.586,0.966
169.616,0.962
169.646,0.961
169.676,0.962
169.706,0.963
169.736,0.966
169.766,0.964
169.796,0.958
169.826,0.962
169.856,0.963
169.886,0.966
169.916,0.966
169.946,0.963
169.976,0.956
170.006,0.967
170.036,0.962
170.066,0.958
170.096,0.963
170.126,0.964
170.156,0.960
170.186,0.965
170.216,0.963
170.246,0.961
170.276,0.963
170.306,0.962
170.336,0.960
170.366,0.964
170.396,0.963
170.426,0.963
170.456,0.972
170.486,0.961
170.516,0.955
170.546,0.964
170.576,0.962
170.606,0.963
170.636,0.961
170.666,0.958
170.696,0.962
170.726,0.964
170.756,0.962
170.786,0.958
170.816,0.963
170.846,0.962
170.876,0.963
170.906,0.964
170.936,0.959
170.966,0.959
170.996,0.967
171.026,0.961
171.056,0.961
171.086,0.960
171.116,0.962
171.146,0.967
171.176,0.965
171.206,0.963
171.236,0.963
