df_hash,22ZHK4.YPQ43H
266.192,1.031
266.222,1.025
266.252,1.029
266.282,1.027
266.312,1.031
266.342,1.027
266.372,1.027
266.402,1.030
266.432,1.031
266.462,1.035
266.492,1.030
266.522,1.032
266.552,1.028
266.582,1.029
266.612,1.028
266.642,1.028
266.672,1.030
266.702,1.019
266.732,1.030
266.762,1.039
266.792,1.031
266.822,1.032
266.852,1.028
266.882,1.024
266.912,1.026
266.942,1.030
266.972,1.024
267.002,1.030
267.032,1.035
267.062,1.037
267.092,1.035
267.122,1.029
267.152,1.027
267.182,1.030
267.212,1.032
267.242,1.031
267.272,1.029
267.302,1.026
267.332,1.027
267.362,1.042
267.392,1.035
267.422,1.026
267.452,1.025
267.482,1.035
267.512,1.030
267.542,1.033
267.572,1.023
267.602,1.029
267.632,1.032
267.662,1.033
267.692,1.031
267.722,1.025
267.752,1.030
267.782,1.030
267.812,1.032
267.842,1.034
267.872,1.029
267.902,1.022
267.932,1.026
267.962,1.029
267.992,1.040
268.022,1.031
268.052,1.027
268.082,1.033
268.112,1.026
268.142,1.031
268.172,1.029
268.202,1.025
268.232,1.030
268.262,1.037
268.292,1.032
268.322,1.029
268.352,1.025
268.382,1.037
268.412,1.035
268.442,1.028
268.472,1.030
268.502,1.029
268.532,1.026
268.562,1.032
268.592,1.040
268.622,1.034
268.652,1.029
268.682,1.031
268.712,1.028
268.742,1.030
268.772,1.027
268.802,1.020
268.832,1.033
268.862,1.036
268.892,1.031
268.922,1.030
268.952,1.029
268.982,1.031
269.012,1.034
269.042,1.030
269.072,1.038
269.102,1.030
269.132,1.024
269.162,1.022
269.192,1.038
269.222,1.043
269.252,1.030
269.282,1.026
269.312,1.030
269.342,1.033
269.372,1.031
269.402,1.029
269.432,1.021
269.462,1.031
269.492,1.036
269.522,1.035
269.552,1.035
269.582,1.026
269.612,1.027
269.642,1.034
269.672,1.031
269.702,1.033
269.732,1.031
269.762,1.031
269.792,1.028
269.822,1.035
269.852,1.035
269.882,1.028
269.912,1.027
269.942,1.028
269.972,1.026
270.002,1.031
270.032,1.031
270.062,1.025
270.092,1.026
270.122,1.037
270.152,1.031
270.182,1.031
270.212,1.029
270.242,1.025
270.272,1.030
270.302,1.034
270.332,1.039
270.362,1.029
270.392,1.031
270.422,1.025
270.452,1.051
270.482,1.054
270.512,1.020
270.542,1.023
270.572,1.029
270.602,1.022
270.632,1.048
270.662,1.019
270.692,1.040
270.722,1.021
270.752,1.062
270.782,1.058
270.812,1.093
270.842,1.074
270.872,1.056
270.902,1.030
270.932,1.003
270.962,1.015
270.992,1.049
271.022,0.984
271.052,1.015
271.082,0.980
271.112,1.005
271.142,0.997
271.172,0.989
271.202,1.007
271.232,1.015
271.262,0.999
271.292,0.993
271.322,1.017
271.352,1.003
271.382,1.002
271.412,0.983
271.442,1.025
271.472,1.042
271.502,0.987
271.532,1.037
271.562,1.051
271.592,1.034
271.622,1.029
271.652,1.016
271.682,1.026
271.712,1.022
271.742,1.010
271.772,1.012
271.802,1.007
271.832,1.016
271.862,1.041
271.892,1.014
271.922,1.004
271.952,1.062
271.982,1.024
272.012,0.997
272.042,1.022
272.072,0.994
272.102,0.986
272.132,1.022
272.162,0.962
272.192,1.008
272.222,0.959
272.252,0.976
272.282,1.000
272.312,0.988
272.342,0.988
272.372,0.992
272.402,1.034
272.432,1.045
272.462,0.989
272.492,1.002
272.522,0.982
272.552,1.009
272.582,0.988
272.612,1.020
272.642,1.019
272.672,1.021
272.702,0.995
272.732,0.998
272.762,0.993
272.792,0.995
272.822,0.996
272.852,1.003
272.882,1.039
272.912,1.045
272.942,1.044
272.972,1.026
273.002,1.027
273.032,1.005
273.062,0.995
273.092,1.014
273.122,1.024
273.152,1.011
273.182,1.031
273.212,1.017
273.242,0.993
273.272,1.009
273.302,1.011
273.332,1.019
273.362,1.027
273.392,1.013
273.422,0.997
273.452,1.010
273.482,1.027
273.512,1.003
273.542,0.993
273.572,1.007
273.602,1.016
273.632,1.019
273.662,1.013
273.692,1.046
273.722,1.045
273.752,0.993
273.782,1.062
273.812,1.084
273.842,1.074
273.872,1.112
273.902,1.113
273.932,0.998
273.962,0.919
273.992,0.921
274.022,0.958
274.052,0.943
274.082,1.003
274.112,1.014
274.142,1.026
274.172,1.026
274.202,1.041
274.232,1.007
274.262,0.957
274.292,1.038
274.322,0.953
274.352,1.046
274.382,1.057
274.412,1.052
274.442,1.039
274.472,0.929
274.502,0.962
274.532,0.929
274.562,0.982
274.592,1.037
274.622,1.094
274.652,1.119
274.682,1.130
274.712,1.022
274.742,0.923
274.772,0.929
274.802,0.940
274.832,0.955
274.862,1.029
274.892,1.024
274.922,1.004
274.952,1.004
274.982,0.958
275.012,1.001
275.042,0.954
275.072,1.041
275.102,1.045
275.132,1.000
275.162,0.958
275.192,0.988
275.222,1.010
275.252,0.994
275.282,1.018
275.312,1.009
275.342,1.029
275.372,1.013
275.402,1.005
275.432,0.989
275.462,1.006
275.492,0.996
275.522,1.000
275.552,1.007
275.582,1.006
275.612,1.009
275.642,1.018
275.672,1.009
275.702,1.004
275.732,1.004
275.762,1.000
275.792,1.014
275.822,0.995
275.852,0.993
275.882,0.988
275.912,1.005
275.942,0.999
275.972,1.012
276.002,1.005
276.032,0.979
276.062,1.006
276.092,1.012
276.122,1.012
276.152,1.009
276.182,1.001
276.212,0.995
276.242,1.017
276.272,1.001
276.302,0.993
276.332,1.000
276.362,0.988
276.392,1.004
276.422,1.017
276.452,1.021
276.482,1.005
276.512,1.014
276.542,1.004
276.572,1.015
276.602,1.008
276.632,1.021
276.662,0.993
276.692,1.004
276.722,0.998
276.752,1.008
276.782,1.008
276.812,0.996
276.842,1.004
276.872,1.001
276.902,0.998
276.932,1.000
276.962,0.989
276.992,1.004
277.022,0.993
277.052,0.986
277.082,0.995
277.112,0.981
277.142,0.971
277.172,0.997
277.202,0.995
277.232,0.981
277.262,0.996
277.292,1.048
277.322,1.059
277.352,1.049
277.382,1.057
277.412,1.017
277.442,1.035
277.472,1.048
277.502,1.040
277.532,1.037
277.562,1.016
277.592,1.053
277.622,1.036
277.652,1.021
277.682,1.020
277.712,0.999
277.742,1.030
277.772,1.035
277.802,0.991
277.832,1.030
277.862,1.011
277.892,1.024
277.922,1.029
277.952,1.010
277.982,1.011
278.012,0.994
278.042,0.996
278.072,1.008
278.102,1.049
278.132,1.063
278.162,1.021
278.192,1.016
278.222,0.966
278.252,0.981
278.282,0.979
278.312,0.983
278.342,1.043
278.372,1.029
278.402,1.048
278.432,1.011
278.462,1.014
278.492,1.056
278.522,1.084
278.552,1.090
278.582,1.081
278.612,1.071
278.642,1.051
278.672,1.039
278.702,1.051
278.732,1.057
278.762,1.034
278.792,1.019
278.822,0.985
278.852,0.972
278.882,0.997
278.912,1.011
278.942,1.046
278.972,1.049
279.002,1.028
279.032,1.022
279.062,1.017
279.092,1.031
279.122,1.041
279.152,1.035
279.182,1.042
279.212,1.039
279.242,1.035
279.272,1.038
279.302,1.042
279.332,1.037
279.362,1.021
279.392,1.012
279.422,1.018
279.452,1.022
279.482,1.023
279.512,1.021
279.542,1.018
279.572,1.009
279.602,1.016
279.632,1.021
279.662,1.016
279.692,1.027
279.722,1.028
279.752,1.029
279.782,1.027
279.812,1.046
279.842,1.035
279.872,1.035
279.902,1.026
279.932,1.021
279.962,1.021
279.992,1.012
280.022,1.021
280.052,1.016
280.082,1.014
280.112,1.015
280.142,1.012
280.172,1.025
280.202,1.021
280.232,1.038
280.262,1.039
280.292,1.030
280.322,1.043
280.352,1.047
280.382,1.021
280.412,1.027
280.442,1.024
280.472,1.013
280.502,1.014
280.532,1.024
280.562,1.032
280.592,1.029
280.622,1.028
280.652,1.027
280.682,1.025
280.712,1.026
280.742,1.025
280.772,1.022
280.802,1.021
280.832,1.027
280.862,1.025
280.892,1.032
280.922,1.024
280.952,1.023
280.982,1.015
281.012,1.016
281.042,1.021
281.072,1.030
281.102,1.018
281.132,1.011
281.162,1.032
281.192,1.041
281.222,1.021
281.252,1.004
281.282,1.038
281.312,1.003
281.342,1.038
281.372,1.112
281.402,1.052
281.432,1.074
281.462,1.035
281.492,1.052
281.522,1.115
281.552,0.989
281.582,1.019
281.612,0.926
281.642,0.930
281.672,0.956
281.702,1.047
281.732,1.042
281.762,1.052
281.792,1.000
281.822,1.016
281.852,1.006
281.882,1.044
281.912,1.014
281.942,1.026
281.972,1.002
282.002,0.998
282.032,1.020
282.062,0.992
282.092,1.003
282.122,1.084
282.152,1.028
282.182,0.991
282.212,1.025
282.242,1.007
282.272,1.026
282.302,1.038
282.332,1.058
282.362,1.115
282.392,1.051
282.422,1.030
282.452,0.966
282.482,0.965
282.512,0.966
282.542,1.001
282.572,0.955
282.602,0.988
282.632,0.982
282.662,0.990
282.692,1.007
282.722,1.059
282.752,1.037
282.782,0.988
282.812,1.035
282.842,1.039
282.872,1.025
282.902,0.998
282.932,1.003
282.962,1.004
282.992,0.989
283.022,1.009
283.052,1.022
283.082,1.005
283.112,1.018
283.142,1.005
283.172,0.978
283.202,1.021
283.232,1.018
283.262,1.027
283.292,1.047
283.322,1.044
283.352,1.036
283.382,1.022
283.412,1.057
283.442,1.064
283.472,1.011
283.502,1.014
283.532,0.992
283.562,0.964
283.592,0.961
283.622,0.964
283.652,0.971
283.682,0.904
283.712,0.966
283.742,0.973
283.772,1.003
283.802,1.052
283.832,1.037
283.862,1.201
283.892,1.169
283.922,1.179
283.952,1.068
283.982,1.027
284.012,0.988
284.042,0.965
284.072,0.999
284.102,1.000
284.132,1.044
284.162,1.029
284.192,1.081
284.222,1.070
284.252,1.051
284.282,1.013
284.312,0.956
284.342,0.990
284.372,0.982
284.402,0.956
284.432,0.975
284.462,0.973
284.492,1.024
284.522,1.051
284.552,1.089
284.582,1.087
284.612,1.124
284.642,1.054
284.672,1.094
284.702,1.062
284.732,1.135
284.762,1.113
284.792,0.968
284.822,0.979
284.852,0.892
284.882,0.997
284.912,0.881
284.942,0.944
284.972,1.011
285.002,1.038
285.032,1.023
285.062,1.087
285.092,1.109
285.122,1.110
285.152,1.114
285.182,1.036
285.212,0.962
285.242,0.957
285.272,0.908
285.302,0.919
285.332,1.002
285.362,1.008
285.392,1.029
285.422,0.998
285.452,0.997
285.482,0.999
285.512,0.975
285.542,0.993
285.572,0.970
285.602,1.021
285.632,1.008
285.662,1.018
285.692,1.052
285.722,1.050
285.752,1.038
285.782,1.029
285.812,1.053
285.842,1.051
285.872,1.028
285.902,1.020
285.932,0.989
285.962,1.048
285.992,1.023
286.022,1.027
286.052,1.048
286.082,1.042
286.112,1.025
286.142,1.013
286.172,1.040
286.202,0.985
286.232,1.020
286.262,1.016
286.292,1.011
286.322,1.034
286.352,1.021
286.382,1.048
286.412,1.039
286.442,1.021
286.472,1.029
286.502,1.027
286.532,1.031
286.562,1.053
286.592,1.042
286.622,1.055
286.652,1.032
286.682,1.022
286.712,1.042
286.742,1.029
286.772,1.050
286.802,1.042
286.832,1.011
286.862,0.986
286.892,0.961
286.922,0.975
286.952,1.004
286.982,1.021
287.012,1.022
287.042,0.987
287.072,1.014
287.102,1.029
287.132,1.041
287.162,1.051
287.192,1.025
287.222,1.044
287.252,1.035
287.282,1.023
287.312,1.011
287.342,1.006
287.372,1.020
287.402,1.030
287.432,1.041
287.462,1.043
287.492,1.040
287.522,1.014
287.552,1.006
287.582,1.020
287.612,1.040
287.642,1.044
287.672,1.040
287.702,1.030
287.732,1.018
287.762,1.012
287.792,1.019
287.822,1.027
287.852,1.021
287.882,1.021
287.912,1.022
287.942,1.023
287.972,1.023
288.002,1.017
288.032,1.027
288.062,1.028
288.092,1.026
288.122,1.024
288.152,1.027
288.182,1.025
288.212,1.023
288.242,1.021
288.272,1.014
288.302,1.024
288.332,1.030
288.362,1.032
288.392,1.032
288.422,1.025
288.452,1.021
288.482,1.023
288.512,1.021
288.542,1.030
288.572,1.028
288.602,1.022
288.632,1.027
288.662,1.029
288.692,1.019
288.722,1.020
288.752,1.028
288.782,1.028
288.812,1.023
288.842,1.038
288.872,1.048
288.902,1.035
288.932,1.022
288.962,1.027
288.992,1.020
289.022,1.024
289.052,1.021
289.082,1.023
289.112,1.026
289.142,1.028
289.172,1.028
289.202,1.028
289.232,1.029
289.262,1.029
289.292,1.024
289.322,1.021
289.352,1.026
289.382,1.032
289.412,1.038
289.442,1.026
289.472,1.022
289.502,1.024
289.532,1.025
289.562,1.026
289.592,1.021
289.622,1.027
289.652,1.025
289.682,1.029
289.712,1.027
289.742,1.022
289.772,1.024
289.802,1.028
289.832,1.028
289.862,1.027
289.892,1.030
289.922,1.031
289.952,1.037
289.982,1.022
290.012,1.023
290.042,1.026
290.072,1.026
290.102,1.028
290.132,1.022
290.162,1.024
290.192,1.032
290.222,1.036
290.252,1.025
290.282,1.028
290.312,1.023
290.342,1.024
290.372,1.024
290.402,1.028
290.432,1.027
290.462,1.024
290.492,1.024
290.522,1.037
290.552,1.031
290.582,1.023
290.612,1.025
290.642,1.029
290.672,1.025
290.702,1.026
290.732,1.021
290.762,1.022
290.792,1.036
290.822,1.032
290.852,1.030
290.882,1.025
290.912,1.024
290.942,1.032
290.972,1.032
291.002,1.028
291.032,1.030
291.062,1.021
291.092,1.025
291.122,1.031
291.152,1.034
291.182,1.025
291.212,1.028
291.242,1.026
291.272,1.026
291.302,1.026
291.332,1.024
291.362,1.025
291.392,1.034
291.422,1.033
291.452,1.029
291.482,1.034
291.512,1.024
291.542,1.021
291.572,1.028
291.602,1.031
291.632,1.028
291.662,1.030
291.692,1.031
291.722,1.025
291.752,1.021
291.782,1.031
291.812,1.041
291.842,1.027
291.872,1.024
291.902,1.029
291.932,1.026
291.962,1.029
291.992,1.026
292.022,1.022
292.052,1.031
292.082,1.029
292.112,1.033
292.142,1.026
292.172,1.028
292.202,1.022
292.232,1.021
292.262,1.027
292.292,1.033
292.322,1.033
292.352,1.031
292.382,1.025
292.412,1.021
292.442,1.023
292.472,1.034
292.502,1.037
292.532,1.028
292.562,1.025
292.592,1.030
292.622,1.026
292.652,1.024
292.682,1.030
292.712,1.026
292.742,1.032
292.772,1.035
292.802,1.032
292.832,1.025
292.862,1.031
292.892,1.030
292.922,1.029
292.952,1.029
292.982,1.025
293.012,1.026
293.042,1.026
293.072,1.025
293.102,1.024
293.132,1.026
293.162,1.031
293.192,1.035
293.222,1.029
293.252,1.028
293.282,1.027
293.312,1.027
293.342,1.023
293.372,1.020
293.402,1.023
293.432,1.034
293.462,1.040
293.492,1.032
293.522,1.023
293.552,1.021
293.582,1.025
293.612,1.028
293.642,1.030
293.672,1.033
293.702,1.032
293.732,1.028
293.762,1.021
293.792,1.020
293.822,1.033
293.852,1.045
293.882,1.029
293.912,1.024
293.942,1.028
293.972,1.032
294.002,1.026
294.032,1.026
294.062,1.020
294.092,1.028
294.122,1.032
294.152,1.028
294.182,1.028
294.212,1.024
294.242,1.021
294.272,1.026
294.302,1.028
294.332,1.031
294.362,1.030
294.392,1.029
294.422,1.023
294.452,1.023
294.482,1.037
294.512,1.034
294.542,1.030
294.572,1.027
294.602,1.033
294.632,1.028
294.662,1.029
294.692,1.027
294.722,1.022
294.752,1.028
294.782,1.032
294.812,1.029
294.842,1.029
294.872,1.029
294.902,1.029
294.932,1.026
294.962,1.028
294.992,1.035
295.022,1.027
295.052,1.018
295.082,1.024
295.112,1.045
295.142,1.033
295.172,1.022
295.202,1.026
295.232,1.029
295.262,1.023
295.292,1.024
295.322,1.022
295.352,1.031
295.382,1.037
295.412,1.038
295.442,1.027
295.472,1.026
295.502,1.026
295.532,1.025
295.562,1.029
295.592,1.029
295.622,1.029
295.652,1.026
295.682,1.027
295.712,1.033
295.742,1.032
295.772,1.022
295.802,1.024
295.832,1.030
295.862,1.029
295.892,1.031
295.922,1.025
295.952,1.026
295.982,1.036
296.012,1.032
296.042,1.030
296.072,1.027
296.102,1.027
296.132,1.032
296.162,1.031
296.192,1.027
296.222,1.025
296.252,1.014
296.282,1.023
296.312,1.035
296.342,1.037
296.372,1.031
296.402,1.029
296.432,1.029
296.462,1.028
296.492,1.029
296.522,1.020
296.552,1.024
296.582,1.032
296.612,1.034
296.642,1.028
296.672,1.027
296.702,1.031
296.732,1.031
296.762,1.027
296.792,1.031
296.822,1.021
296.852,1.021
296.882,1.034
296.912,1.043
296.942,1.029
296.972,1.021
297.002,1.023
297.032,1.027
297.062,1.031
297.092,1.022
297.122,1.021
297.152,1.027
297.182,1.033
297.212,1.033
297.242,1.030
297.272,1.028
297.302,1.027
297.332,1.030
297.362,1.034
297.392,1.035
297.422,1.026
297.452,1.024
297.482,1.027
297.512,1.035
297.542,1.031
297.572,1.026
297.602,1.028
297.632,1.029
297.662,1.024
297.692,1.028
297.722,1.023
297.752,1.026
297.782,1.034
297.812,1.033
297.842,1.034
297.872,1.026
297.902,1.022
297.932,1.025
297.962,1.029
297.992,1.029
298.022,1.030
298.052,1.025
298.082,1.024
298.112,1.025
298.142,1.042
298.172,1.036
298.202,1.025
298.232,1.021
298.262,1.030
298.292,1.030
298.322,1.029
298.352,1.019
298.382,1.025
298.412,1.030
298.442,1.032
298.472,1.032
298.502,1.027
298.532,1.025
298.562,1.028
298.592,1.034
298.622,1.031
298.652,1.033
298.682,1.031
298.712,1.023
298.742,1.021
298.772,1.034
298.802,1.040
298.832,1.032
298.862,1.025
298.892,1.030
298.922,1.026
298.952,1.030
298.982,1.032
299.012,1.023
299.042,1.030
299.072,1.035
299.102,1.029
299.132,1.024
299.162,1.025
299.192,1.024
299.222,1.014
299.252,1.032
299.282,1.039
299.312,1.038
299.342,1.030
299.372,1.033
299.402,1.029
299.432,1.032
299.462,1.029
299.492,1.021
299.522,1.025
299.552,1.028
299.582,1.028
299.612,1.031
299.642,1.024
299.672,1.025
299.702,1.033
299.732,1.036
299.762,1.036
299.792,1.031
299.822,1.021
299.852,1.026
299.882,1.030
299.912,1.032
299.942,1.026
299.972,1.024
300.002,1.027
300.032,1.021
300.062,1.030
300.092,1.038
300.122,1.030
300.152,1.025
300.182,1.033
300.212,1.028
300.242,1.032
300.272,1.028
300.302,1.025
300.332,1.033
300.362,1.030
300.392,1.033
300.422,1.031
300.452,1.029
300.482,1.024
300.512,1.025
300.542,1.027
300.572,1.029
300.602,1.032
300.632,1.026
300.662,1.022
300.692,1.029
300.722,1.040
300.752,1.033
300.782,1.030
300.812,1.038
300.842,1.022
300.872,1.014
300.902,1.028
300.932,1.022
300.962,1.031
300.992,1.037
301.022,1.034
301.052,1.028
301.082,1.029
301.112,1.026
301.142,1.028
301.172,1.035
301.202,1.029
301.232,1.028
301.262,1.026
301.292,1.020
301.322,1.025
301.352,1.041
301.382,1.033
301.412,1.028
301.442,1.033
301.472,1.030
301.502,1.029
301.532,1.024
301.562,1.029
301.592,1.024
301.622,1.037
301.652,1.035
301.682,1.015
301.712,1.028
301.742,1.022
301.772,1.020
301.802,1.032
301.832,1.029
301.862,1.038
301.892,1.030
301.922,1.027
301.952,1.037
301.982,1.036
302.012,1.024
302.042,1.028
302.072,1.024
302.102,1.029
302.132,1.032
302.162,1.033
302.192,1.024
302.222,1.024
302.252,1.032
302.282,1.026
302.312,1.032
302.342,1.028
302.372,1.027
302.402,1.040
302.432,1.030
302.462,1.028
302.492,1.025
302.522,1.027
302.552,1.031
302.582,1.040
302.612,1.033
302.642,1.027
302.672,1.028
302.702,1.026
302.732,1.030
302.762,1.025
302.792,1.025
302.822,1.037
302.852,1.037
302.882,1.027
302.912,1.030
302.942,1.030
302.972,1.030
303.002,1.030
303.032,1.029
303.062,1.029
303.092,1.025
303.122,1.031
303.152,1.034
303.182,1.029
303.212,1.029
303.242,1.027
303.272,1.025
303.302,1.026
303.332,1.030
303.362,1.026
303.392,1.031
303.422,1.029
303.452,1.028
303.482,1.032
303.512,1.028
303.542,1.028
303.572,1.033
303.602,1.030
303.632,1.027
303.662,1.025
303.692,1.034
303.722,1.038
303.752,1.030
303.782,1.025
303.812,1.029
303.842,1.028
303.872,1.024
303.902,1.031
303.932,1.031
303.962,1.035
303.992,1.033
304.022,1.030
304.052,1.021
304.082,1.027
304.112,1.029
304.142,1.034
304.172,1.028
304.202,1.027
304.232,1.025
304.262,1.038
304.292,1.041
304.322,1.029
304.352,1.021
304.382,1.025
304.412,1.028
304.442,1.029
304.472,1.027
304.502,1.030
304.532,1.032
304.562,1.025
304.592,1.030
304.622,1.030
304.652,1.029
304.682,1.027
304.712,1.032
304.742,1.025
304.772,1.024
304.802,1.033
304.832,1.041
304.862,1.035
304.892,1.019
304.922,1.026
304.952,1.026
304.982,1.034
305.012,1.028
305.042,1.031
305.072,1.035
305.102,1.034
305.132,1.030
305.162,1.030
305.192,1.028
305.222,1.026
305.252,1.033
305.282,1.028
305.312,1.024
305.342,1.028
305.372,1.033
305.402,1.036
305.432,1.030
305.462,1.024
305.492,1.032
305.522,1.029
305.552,1.035
305.582,1.024
305.612,1.028
305.642,1.035
305.672,1.028
305.702,1.033
305.732,1.033
305.762,1.025
305.792,1.029
305.822,1.024
305.852,1.028
305.882,1.021
305.912,1.035
305.942,1.038
305.972,1.023
306.002,1.025
306.032,1.027
306.062,1.025
306.092,1.031
306.122,1.028
306.152,1.029
306.182,1.031
306.212,1.029
306.242,1.029
306.272,1.032
306.302,1.027
306.332,1.032
306.362,1.030
306.392,1.030
306.422,1.020
306.452,1.024
306.482,1.040
306.512,1.037
306.542,1.030
306.572,1.032
306.602,1.032
306.632,1.022
306.662,1.031
306.692,1.025
306.722,1.030
306.752,1.031
306.782,1.032
306.812,1.031
306.842,1.033
306.872,1.028
306.902,1.028
306.932,1.026
306.962,1.025
306.992,1.024
307.022,1.035
307.052,1.044
307.082,1.027
307.112,1.023
307.142,1.025
307.172,1.029
307.202,1.029
307.232,1.031
307.262,1.027
307.292,1.034
307.322,1.031
307.352,1.034
307.382,1.031
307.412,1.034
307.442,1.031
307.472,1.032
307.502,1.033
307.532,1.028
307.562,1.024
307.592,1.029
307.622,1.039
307.652,1.033
307.682,1.027
307.712,1.029
307.742,1.027
307.772,1.026
307.802,1.031
307.832,1.021
307.862,1.034
307.892,1.038
307.922,1.033
307.952,1.030
307.982,1.028
308.012,1.028
308.042,1.034
308.072,1.029
308.102,1.034
308.132,1.032
308.162,1.026
308.192,1.028
308.222,1.040
308.252,1.039
308.282,1.028
308.312,1.024
308.342,1.029
308.372,1.025
308.402,1.027
308.432,1.020
308.462,1.026
308.492,1.035
308.522,1.040
308.552,1.034
308.582,1.026
308.612,1.023
308.642,1.032
308.672,1.034
308.702,1.034
308.732,1.031
308.762,1.027
308.792,1.022
308.822,1.025
308.852,1.037
308.882,1.036
308.912,1.032
308.942,1.030
308.972,1.032
309.002,1.026
309.032,1.028
309.062,1.021
309.092,1.027
309.122,1.034
309.152,1.032
309.182,1.034
309.212,1.028
309.242,1.028
309.272,1.026
309.302,1.032
309.332,1.030
309.362,1.029
309.392,1.034
309.422,1.029
309.452,1.024
309.482,1.026
309.512,1.043
309.542,1.038
309.572,1.028
309.602,1.033
309.632,1.029
309.662,1.028
309.692,1.026
309.722,1.023
309.752,1.024
309.782,1.035
309.812,1.034
309.842,1.032
309.872,1.030
309.902,1.028
309.932,1.025
309.962,1.031
309.992,1.031
310.022,1.033
310.052,1.030
310.082,1.027
310.112,1.023
310.142,1.029
310.172,1.044
310.202,1.037
310.232,1.027
310.262,1.030
310.292,1.028
310.322,1.028
310.352,1.026
310.382,1.023
310.412,1.033
310.442,1.037
310.472,1.035
310.502,1.032
310.532,1.026
310.562,1.024
310.592,1.028
310.622,1.035
310.652,1.029
310.682,1.030
310.712,1.025
310.742,1.028
310.772,1.029
310.802,1.036
310.832,1.040
310.862,1.026
310.892,1.027
310.922,1.028
310.952,1.027
310.982,1.027
311.012,1.028
311.042,1.027
311.072,1.029
311.102,1.036
311.132,1.033
311.162,1.033
311.192,1.031
311.222,1.030
311.252,1.030
311.282,1.029
311.312,1.029
311.342,1.029
311.372,1.026
311.402,1.021
311.432,1.034
311.462,1.041
311.492,1.034
311.522,1.028
311.552,1.030
311.582,1.026
311.612,1.026
311.642,1.030
311.672,1.024
311.702,1.034
311.732,1.037
311.762,1.039
311.792,1.033
311.822,1.029
311.852,1.027
311.882,1.027
311.912,1.035
311.942,1.035
311.972,1.028
312.002,1.023
312.032,1.024
312.062,1.039
312.092,1.044
312.122,1.027
312.152,1.021
312.182,1.028
312.212,1.027
312.242,1.032
312.272,1.032
312.302,1.022
312.332,1.030
312.362,1.036
312.392,1.029
312.422,1.035
312.452,1.029
312.482,1.026
312.512,1.033
312.542,1.028
312.572,1.032
312.602,1.029
312.632,1.024
312.662,1.026
312.692,1.038
312.722,1.037
312.752,1.031
312.782,1.027
312.812,1.030
312.842,1.029
312.872,1.034
312.902,1.026
312.932,1.031
312.962,1.034
312.992,1.036
313.022,1.034
313.052,1.030
313.082,1.024
313.112,1.027
313.142,1.031
313.172,1.031
313.202,1.032
313.232,1.026
313.262,1.021
313.292,1.030
313.322,1.043
313.352,1.035
313.382,1.025
313.412,1.027
313.442,1.032
313.472,1.032
313.502,1.033
313.532,1.025
313.562,1.031
313.592,1.034
313.622,1.028
313.652,1.025
313.682,1.030
313.712,1.031
313.742,1.031
313.772,1.029
313.802,1.032
313.832,1.030
313.862,1.022
313.892,1.034
313.922,1.036
313.952,1.030
313.982,1.022
314.012,1.028
314.042,1.030
314.072,1.032
314.102,1.029
314.132,1.027
314.162,1.030
314.192,1.035
314.222,1.034
314.252,1.030
314.282,1.028
314.312,1.029
314.342,1.027
314.372,1.034
314.402,1.028
314.432,1.026
314.462,1.027
314.492,1.037
314.522,1.036
314.552,1.021
314.582,1.025
314.612,1.033
314.642,1.033
314.672,1.032
314.702,1.027
314.732,1.027
314.762,1.036
314.792,1.033
314.822,1.028
314.852,1.026
314.882,1.030
314.912,1.031
314.942,1.034
314.972,1.035
315.002,1.032
315.032,1.024
315.062,1.028
315.092,1.035
315.122,1.034
315.152,1.028
315.182,1.030
315.212,1.032
315.242,1.032
315.272,1.027
315.302,1.020
315.332,1.021
315.362,1.033
315.392,1.033
315.422,1.032
315.452,1.033
315.482,1.030
315.512,1.028
315.542,1.027
315.572,1.029
315.602,1.030
315.632,1.025
315.662,1.032
315.692,1.043
315.722,1.032
315.752,1.028
315.782,1.023
315.812,1.031
315.842,1.024
315.872,1.031
315.902,1.027
315.932,1.027
315.962,1.039
315.992,1.033
316.022,1.032
316.052,1.025
316.082,1.025
316.112,1.031
316.142,1.034
316.172,1.028
316.202,1.031
316.232,1.028
316.262,1.027
316.292,1.037
316.322,1.037
316.352,1.027
316.382,1.029
316.412,1.031
316.442,1.034
316.472,1.028
316.502,1.022
316.532,1.024
316.562,1.032
316.592,1.031
316.622,1.034
316.652,1.031
316.682,1.032
316.712,1.031
316.742,1.032
316.772,1.032
316.802,1.029
316.832,1.021
316.862,1.029
316.892,1.038
316.922,1.036
316.952,1.023
316.982,1.023
317.012,1.028
317.042,1.030
317.072,1.032
317.102,1.023
317.132,1.028
317.162,1.032
317.192,1.036
317.222,1.032
317.252,1.024
317.282,1.029
317.312,1.031
317.342,1.030
317.372,1.035
317.402,1.034
317.432,1.032
317.462,1.021
317.492,1.027
317.522,1.035
317.552,1.032
317.582,1.028
317.612,1.030
317.642,1.028
317.672,1.029
317.702,1.032
317.732,1.023
317.762,1.033
317.792,1.033
317.822,1.031
317.852,1.031
317.882,1.023
317.912,1.028
317.942,1.034
317.972,1.031
318.002,1.037
318.032,1.029
318.062,1.021
318.092,1.028
318.122,1.034
318.152,1.044
318.182,1.032
318.212,1.028
318.242,1.033
318.272,1.032
318.302,1.034
318.332,1.025
318.362,1.023
318.392,1.028
318.422,1.034
318.452,1.035
318.482,1.031
318.512,1.027
318.542,1.031
318.572,1.039
