df_hash,22ZHK4.M833G2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.3VJX
person_label,V59
date_time_start,2025-10-31_15-29-03.527000_+03
date_time_start_unix,1761910143.527
date_time_end,2025-10-31_15-37-19.121000_+03
length_difference_noticed,no

time,acc_mag
249.223,1.072
249.253,1.080
249.283,1.075
249.313,1.071
249.343,1.085
249.373,1.084
249.403,1.086
249.433,1.072
249.463,1.077
249.493,1.083
249.523,1.077
249.553,1.071
249.583,1.086
249.613,1.076
249.643,1.074
249.673,1.075
249.703,1.084
249.733,1.078
249.763,1.071
249.793,1.066
249.823,1.085
249.853,1.082
249.883,1.072
249.913,1.076
249.943,1.079
249.973,1.079
250.003,1.069
250.033,1.081
250.063,1.082
250.093,1.079
250.123,1.078
250.153,1.087
250.183,1.081
250.213,1.086
250.243,1.076
250.273,1.075
250.303,1.067
250.333,1.070
250.363,1.078
250.393,1.084
250.423,1.087
250.453,1.079
250.483,1.075
250.513,1.077
250.543,1.070
250.573,1.073
250.603,1.083
250.633,1.085
250.663,1.081
250.693,1.080
250.723,1.077
250.753,1.086
250.783,1.084
250.813,1.078
250.843,1.084
250.873,1.071
250.903,1.070
250.933,1.074
250.963,1.080
250.993,1.077
251.023,1.093
251.053,1.092
251.083,1.081
251.113,1.067
251.143,1.063
251.173,1.077
251.203,1.072
251.233,1.052
251.263,1.072
251.293,1.091
251.323,1.087
251.353,1.077
251.383,1.069
251.413,1.069
251.443,1.079
251.473,1.091
251.503,1.084
251.533,1.056
251.563,1.083
251.593,1.105
251.623,1.095
251.653,1.072
251.683,1.065
251.713,1.085
251.743,1.090
251.773,1.069
251.803,1.054
251.833,1.066
251.863,1.059
251.893,1.069
251.923,1.080
251.953,1.071
251.983,1.087
252.013,1.085
252.043,1.080
252.073,1.102
252.103,1.094
252.133,1.084
252.163,1.087
252.193,1.080
252.223,1.072
252.253,1.073
252.283,1.065
252.313,1.071
252.343,1.076
252.373,1.098
252.403,1.082
252.433,1.069
252.463,1.082
252.493,1.088
252.523,1.068
252.553,1.070
252.583,1.091
252.613,1.084
252.643,1.078
252.673,1.092
252.703,1.081
252.733,1.074
252.763,1.079
252.793,1.084
252.823,1.072
252.853,1.076
252.883,1.086
252.913,1.081
252.943,1.083
252.973,1.080
253.003,1.080
253.033,1.090
253.063,1.083
253.093,1.064
253.123,1.077
253.153,1.085
253.183,1.081
253.213,1.080
253.243,1.084
253.273,1.090
253.303,1.082
253.333,1.064
253.363,1.085
253.393,1.091
253.423,1.077
253.453,1.070
253.483,1.084
253.513,1.089
253.543,1.083
253.573,1.076
253.603,1.075
253.633,1.088
253.663,1.082
253.693,1.072
253.723,1.078
253.753,1.091
253.783,1.089
253.813,1.067
253.843,1.085
253.873,1.077
253.903,1.065
253.933,1.073
253.963,1.065
253.993,1.061
254.023,1.076
254.053,1.082
254.083,1.087
254.113,1.083
254.143,1.067
254.173,1.062
254.203,1.075
254.233,1.067
254.263,1.075
254.293,1.081
254.323,1.084
254.353,1.072
254.383,1.063
254.413,1.078
254.443,1.092
254.473,1.087
254.503,1.071
254.533,1.067
254.563,1.078
254.593,1.066
254.623,1.073
254.653,1.081
254.683,1.081
254.713,1.073
254.743,1.074
254.773,1.068
254.803,1.075
254.833,1.087
254.863,1.078
254.893,1.068
254.923,1.074
254.953,1.083
254.983,1.076
255.013,1.058
255.043,1.070
255.073,1.057
255.103,1.055
255.133,1.066
255.163,1.062
255.193,1.083
255.223,1.085
255.253,1.079
255.283,1.064
255.313,1.071
255.343,1.090
255.373,1.077
255.403,1.081
255.433,1.067
255.463,1.062
255.493,1.069
255.523,1.077
255.553,1.078
255.583,1.074
255.613,1.079
255.643,1.075
255.673,1.063
255.703,1.062
255.733,1.080
255.763,1.082
255.793,1.072
255.823,1.064
255.853,1.071
255.883,1.067
255.913,1.064
255.943,1.067
255.973,1.057
256.003,1.046
256.033,1.057
256.063,1.062
256.093,1.053
256.123,1.056
256.153,1.065
256.183,1.075
256.213,1.064
256.243,1.073
256.273,1.086
256.303,1.088
256.333,1.073
256.363,1.073
256.393,1.084
256.423,1.072
256.453,1.071
256.483,1.100
256.513,1.086
256.543,1.087
256.573,1.080
256.603,1.078
256.633,1.059
256.663,1.068
256.693,1.077
256.723,1.088
256.753,1.104
256.783,1.082
256.813,1.102
256.843,1.099
256.873,1.083
256.903,1.065
256.933,1.046
256.963,1.076
256.993,1.080
257.023,1.072
257.053,1.062
257.083,1.076
257.113,1.113
257.143,1.087
257.173,1.085
257.203,1.091
257.233,1.092
257.263,1.091
257.293,1.080
257.323,1.074
257.353,1.069
257.383,1.072
257.413,1.079
257.443,1.077
257.473,1.093
257.503,1.086
257.533,1.071
257.563,1.080
257.593,1.079
257.623,1.085
257.653,1.073
257.683,1.088
257.713,1.083
257.743,1.079
257.773,1.079
257.803,1.082
257.833,1.077
257.863,1.077
257.893,1.083
257.923,1.073
257.953,1.081
257.983,1.083
258.013,1.079
258.043,1.071
258.073,1.081
258.103,1.081
258.133,1.081
258.163,1.069
258.193,1.068
258.223,1.078
258.253,1.079
258.283,1.073
258.313,1.089
258.343,1.092
258.373,1.087
258.403,1.082
258.433,1.068
258.463,1.072
258.493,1.064
258.523,1.078
258.553,1.085
258.583,1.093
258.613,1.079
258.643,1.073
258.673,1.078
258.703,1.073
258.733,1.072
258.763,1.087
258.793,1.081
258.823,1.080
258.853,1.078
258.883,1.082
258.913,1.084
258.943,1.080
258.973,1.069
259.003,1.078
259.033,1.081
259.063,1.081
259.093,1.073
259.123,1.090
259.153,1.082
259.183,1.077
259.213,1.078
259.243,1.069
259.273,1.081
259.303,1.086
259.333,1.081
259.363,1.076
259.393,1.066
259.423,1.096
259.453,1.094
259.483,1.075
259.513,1.070
259.543,1.076
259.573,1.077
259.603,1.070
259.633,1.075
259.663,1.091
259.693,1.081
259.723,1.082
259.753,1.076
259.783,1.070
259.813,1.078
259.843,1.081
259.873,1.075
259.903,1.080
259.933,1.078
259.963,1.092
259.993,1.086
260.023,1.082
260.053,1.084
260.083,1.071
260.113,1.072
260.143,1.070
260.173,1.067
260.203,1.077
260.233,1.091
260.263,1.089
260.293,1.072
260.323,1.076
260.353,1.082
260.383,1.086
260.413,1.070
260.443,1.080
260.473,1.091
260.503,1.083
260.533,1.072
260.563,1.078
260.593,1.087
260.623,1.083
260.653,1.070
260.683,1.084
260.713,1.081
260.743,1.059
260.773,1.081
260.803,1.086
260.833,1.078
260.863,1.075
260.893,1.073
260.923,1.082
260.953,1.082
260.983,1.073
261.013,1.076
261.043,1.083
261.073,1.086
261.103,1.066
261.133,1.063
261.163,1.095
261.193,1.093
261.223,1.074
261.253,1.066
261.283,1.080
261.313,1.086
261.343,1.080
261.373,1.077
261.403,1.076
261.433,1.084
261.463,1.080
261.493,1.070
261.523,1.076
261.553,1.076
261.583,1.074
261.613,1.088
261.643,1.066
261.673,1.071
261.703,1.087
261.733,1.072
261.763,1.081
261.793,1.075
261.823,1.081
261.853,1.087
261.883,1.078
261.913,1.062
261.943,1.073
261.973,1.086
262.003,1.082
262.033,1.088
262.063,1.087
262.093,1.081
262.123,1.076
262.153,1.078
262.183,1.091
262.213,1.082
262.243,1.074
262.273,1.079
262.303,1.074
262.333,1.072
262.363,1.083
262.393,1.094
262.423,1.085
262.453,1.080
262.483,1.068
262.513,1.071
262.543,1.089
262.573,1.074
262.603,1.084
262.633,1.086
262.663,1.082
262.693,1.079
262.723,1.073
262.753,1.079
262.783,1.085
262.813,1.079
262.843,1.084
262.873,1.078
262.903,1.070
262.933,1.093
262.963,1.089
262.993,1.076
263.023,1.069
263.053,1.078
263.083,1.082
263.113,1.073
263.143,1.079
263.173,1.081
263.203,1.088
263.233,1.087
263.263,1.075
263.293,1.080
263.323,1.082
263.353,1.083
263.383,1.080
263.413,1.082
263.443,1.076
263.473,1.085
263.503,1.082
263.533,1.081
263.563,1.083
263.593,1.081
263.623,1.081
263.653,1.073
263.683,1.070
263.713,1.087
263.743,1.088
263.773,1.073
263.803,1.077
263.833,1.082
263.863,1.075
263.893,1.074
263.923,1.081
263.953,1.090
263.983,1.095
264.013,1.074
264.043,1.079
264.073,1.087
264.103,1.087
264.133,1.074
264.163,1.069
264.193,1.080
264.223,1.072
264.253,1.082
264.283,1.086
264.313,1.085
264.343,1.086
264.373,1.080
264.403,1.069
264.433,1.077
264.463,1.079
264.493,1.091
264.523,1.090
264.553,1.062
264.583,1.077
264.613,1.096
264.643,1.087
264.673,1.100
264.703,1.109
264.733,1.109
264.763,1.117
264.793,1.110
264.823,1.102
264.853,1.071
264.883,1.079
264.913,1.091
264.943,1.093
264.973,1.062
265.003,1.050
265.033,1.055
265.063,1.051
265.093,1.030
265.123,1.021
265.153,1.038
265.183,1.024
265.213,1.015
265.243,1.022
265.273,1.047
265.303,1.069
265.333,1.048
265.363,1.079
265.393,1.092
265.423,1.081
265.453,1.085
265.483,1.075
265.513,1.083
265.543,1.095
265.573,1.090
265.603,1.070
265.633,1.082
265.663,1.085
265.693,1.114
265.723,1.115
265.753,1.126
265.783,1.131
265.813,1.092
265.843,1.077
265.873,1.059
265.903,1.049
265.933,1.062
265.963,1.056
265.993,1.062
266.023,1.073
266.053,1.088
266.083,1.083
266.113,1.068
266.143,1.062
266.173,1.078
266.203,1.083
266.233,1.061
266.263,1.082
266.293,1.090
266.323,1.099
266.353,1.074
266.383,1.058
266.413,1.042
266.443,1.052
266.473,1.062
266.503,1.064
266.533,1.059
266.563,1.060
266.593,1.090
266.623,1.082
266.653,1.072
266.683,1.066
266.713,1.052
266.743,1.057
266.773,1.055
266.803,1.068
266.833,1.072
266.863,1.068
266.893,1.062
266.923,1.062
266.953,1.062
266.983,1.060
267.013,1.072
267.043,1.068
267.073,1.063
267.103,1.073
267.133,1.068
267.163,1.056
267.193,1.048
267.223,1.074
267.253,1.070
267.283,1.063
267.313,1.069
267.343,1.069
267.373,1.064
267.403,1.066
267.433,1.068
267.463,1.070
267.493,1.077
267.523,1.068
267.553,1.065
267.583,1.069
267.613,1.080
267.643,1.068
267.673,1.077
267.703,1.074
267.733,1.071
267.763,1.073
267.793,1.063
267.823,1.062
267.853,1.074
267.883,1.073
267.913,1.071
267.943,1.063
267.973,1.062
268.003,1.082
268.033,1.075
268.063,1.072
268.093,1.070
268.123,1.063
268.153,1.064
268.183,1.071
268.213,1.081
268.243,1.071
268.273,1.070
268.303,1.067
268.333,1.072
268.363,1.066
268.393,1.063
268.423,1.070
268.453,1.070
268.483,1.065
268.513,1.081
268.543,1.063
268.573,1.068
268.603,1.080
268.633,1.075
268.663,1.067
268.693,1.066
268.723,1.070
268.753,1.072
268.783,1.073
268.813,1.076
268.843,1.080
268.873,1.063
268.903,1.064
268.933,1.078
268.963,1.067
268.993,1.063
269.023,1.069
269.053,1.077
269.083,1.083
269.113,1.063
269.143,1.066
269.173,1.093
269.203,1.071
269.233,1.068
269.263,1.063
269.293,1.069
269.323,1.073
269.353,1.078
269.383,1.070
269.413,1.068
269.443,1.072
269.473,1.079
269.503,1.071
269.533,1.082
269.563,1.080
269.593,1.080
269.623,1.082
269.653,1.115
269.683,1.126
269.713,1.123
269.743,1.106
269.773,1.087
269.803,1.074
269.833,1.082
269.863,1.063
269.893,1.067
269.923,1.060
269.953,1.075
269.983,1.078
270.013,1.064
270.043,1.052
270.073,1.049
270.103,1.040
270.133,1.039
270.163,1.050
270.193,1.044
270.223,1.044
270.253,1.048
270.283,1.053
270.313,1.036
270.343,1.048
270.373,1.049
270.403,1.054
270.433,1.068
270.463,1.075
270.493,1.062
270.523,1.046
270.553,1.050
270.583,1.060
270.613,1.067
270.643,1.055
270.673,1.035
270.703,1.029
270.733,1.041
270.763,1.042
270.793,1.041
270.823,1.058
270.853,1.053
270.883,1.046
270.913,1.058
270.943,1.053
270.973,1.067
271.003,1.065
271.033,1.067
271.063,1.083
271.093,1.058
271.123,1.043
271.153,1.080
271.183,1.075
271.213,1.066
271.243,1.086
271.273,1.101
271.303,1.107
271.333,1.095
271.363,1.080
271.393,1.086
271.423,1.077
271.453,1.064
271.483,1.073
271.513,1.074
271.543,1.089
271.573,1.072
271.603,1.064
271.633,1.069
271.663,1.078
271.693,1.061
271.723,1.064
271.753,1.066
271.783,1.073
271.813,1.065
271.843,1.069
271.873,1.065
271.903,1.081
271.933,1.082
271.963,1.070
271.993,1.059
272.023,1.064
272.053,1.073
272.083,1.071
272.113,1.065
272.143,1.065
272.173,1.060
272.203,1.067
272.233,1.079
272.263,1.066
272.293,1.071
272.323,1.071
272.353,1.058
272.383,1.072
272.413,1.072
272.443,1.075
272.473,1.073
272.503,1.065
272.533,1.072
272.563,1.075
272.593,1.067
272.623,1.073
272.653,1.072
272.683,1.070
272.713,1.068
272.743,1.072
272.773,1.064
272.803,1.064
272.833,1.076
272.863,1.071
272.893,1.058
272.923,1.069
272.953,1.076
272.983,1.074
273.013,1.060
273.043,1.076
273.073,1.084
273.103,1.054
273.133,1.064
273.163,1.071
273.193,1.062
273.223,1.078
273.253,1.072
273.283,1.064
273.313,1.070
273.343,1.072
273.373,1.069
273.403,1.068
273.433,1.069
273.463,1.074
273.493,1.067
273.523,1.075
273.553,1.077
273.583,1.073
273.613,1.066
273.643,1.055
273.673,1.062
273.703,1.075
273.733,1.073
273.763,1.072
273.793,1.072
273.823,1.075
273.853,1.072
273.883,1.073
273.913,1.067
273.943,1.075
273.973,1.066
274.003,1.066
274.033,1.080
274.063,1.068
274.093,1.073
274.123,1.060
274.153,1.066
274.183,1.074
274.213,1.074
274.243,1.072
274.273,1.073
274.303,1.070
274.333,1.057
274.363,1.074
274.393,1.080
274.423,1.062
274.453,1.067
274.483,1.078
274.513,1.061
274.543,1.062
274.573,1.067
274.603,1.083
274.633,1.086
274.663,1.054
274.693,1.068
274.723,1.069
274.753,1.058
274.783,1.085
274.813,1.071
274.843,1.053
274.873,1.060
274.903,1.063
274.933,1.080
274.963,1.061
274.993,1.064
275.023,1.077
275.053,1.083
275.083,1.058
275.113,1.058
275.143,1.070
275.173,1.055
275.203,1.083
275.233,1.069
275.263,1.051
275.293,1.065
275.323,1.051
275.353,1.038
275.383,1.072
275.413,1.075
275.443,1.055
275.473,1.058
275.503,1.070
275.533,1.059
275.563,1.074
275.593,1.093
275.623,1.094
275.653,1.076
275.683,1.082
275.713,1.088
275.743,1.078
275.773,1.080
275.803,1.075
275.833,1.100
275.863,1.094
275.893,1.087
275.923,1.080
275.953,1.079
275.983,1.065
276.013,1.076
276.043,1.084
276.073,1.083
276.103,1.079
276.133,1.074
276.163,1.074
276.193,1.073
276.223,1.073
276.253,1.080
276.283,1.083
276.313,1.074
276.343,1.068
276.373,1.081
276.403,1.078
276.433,1.062
276.463,1.081
276.493,1.075
276.523,1.073
276.553,1.079
276.583,1.073
276.613,1.074
276.643,1.083
276.673,1.069
276.703,1.062
276.733,1.078
276.763,1.071
276.793,1.072
276.823,1.079
276.853,1.076
276.883,1.080
276.913,1.063
276.943,1.065
276.973,1.077
277.003,1.080
277.033,1.067
277.063,1.084
277.093,1.075
277.123,1.073
277.153,1.068
277.183,1.071
277.213,1.073
277.243,1.078
277.273,1.077
277.303,1.073
277.333,1.072
277.363,1.076
277.393,1.069
277.423,1.075
277.453,1.079
277.483,1.078
277.513,1.078
277.543,1.068
277.573,1.068
277.603,1.084
277.633,1.069
277.663,1.076
277.693,1.078
277.723,1.072
277.753,1.065
277.783,1.068
277.813,1.083
277.843,1.077
277.873,1.069
277.903,1.075
277.933,1.073
277.963,1.063
277.993,1.076
278.023,1.073
278.053,1.064
278.083,1.079
278.113,1.082
278.143,1.073
278.173,1.082
278.203,1.081
278.233,1.073
278.263,1.073
278.293,1.074
278.323,1.079
278.353,1.071
278.383,1.065
278.413,1.075
278.443,1.072
278.473,1.077
278.503,1.080
278.533,1.072
278.563,1.067
278.593,1.077
278.623,1.074
278.653,1.076
278.683,1.074
278.713,1.083
278.743,1.077
278.773,1.092
278.803,1.100
278.833,1.096
278.863,1.105
278.893,1.107
278.923,1.102
278.953,1.100
278.983,1.086
279.013,1.084
279.043,1.080
279.073,1.069
279.103,1.086
279.133,1.078
279.163,1.077
279.193,1.071
279.223,1.069
279.253,1.063
279.283,1.058
279.313,1.059
279.343,1.061
279.373,1.055
279.403,1.057
279.433,1.051
279.463,1.047
279.493,1.043
279.523,1.051
279.553,1.068
279.583,1.061
279.613,1.062
279.643,1.050
279.673,1.049
279.703,1.054
279.733,1.062
279.763,1.094
279.793,1.086
279.823,1.046
279.853,1.027
279.883,1.047
279.913,1.071
279.943,1.093
279.973,1.075
280.003,1.062
280.033,1.056
280.063,1.045
280.093,1.073
280.123,1.069
280.153,1.064
280.183,1.068
280.213,1.070
280.243,1.065
280.273,1.074
280.303,1.066
280.333,1.065
280.363,1.085
280.393,1.082
280.423,1.074
280.453,1.069
280.483,1.067
280.513,1.073
280.543,1.066
280.573,1.053
280.603,1.056
280.633,1.068
280.663,1.083
280.693,1.061
280.723,1.059
280.753,1.073
280.783,1.079
280.813,1.055
280.843,1.045
280.873,1.052
280.903,1.069
280.933,1.079
280.963,1.079
280.993,1.062
281.023,1.067
281.053,1.078
281.083,1.073
281.113,1.067
281.143,1.086
281.173,1.079
281.203,1.076
281.233,1.087
281.263,1.085
281.293,1.074
281.323,1.068
281.353,1.067
281.383,1.071
281.413,1.070
281.443,1.078
281.473,1.073
281.503,1.072
281.533,1.075
281.563,1.074
281.593,1.091
281.623,1.084
281.653,1.068
281.683,1.084
281.713,1.059
281.743,1.067
281.773,1.081
281.803,1.076
281.833,1.062
281.863,1.068
281.893,1.075
281.923,1.073
281.953,1.077
281.983,1.075
282.013,1.064
282.043,1.066
282.073,1.077
282.103,1.076
282.133,1.073
282.163,1.076
282.193,1.083
282.223,1.069
282.253,1.069
282.283,1.073
282.313,1.077
282.343,1.076
282.373,1.088
282.403,1.086
282.433,1.070
282.463,1.070
282.493,1.069
282.523,1.082
282.553,1.082
282.583,1.060
282.613,1.041
282.643,1.062
282.673,1.089
282.703,1.082
282.733,1.097
282.763,1.074
282.793,1.062
282.823,1.062
282.853,1.060
282.883,1.049
282.913,1.048
282.943,1.080
282.973,1.070
283.003,1.040
283.033,1.072
283.063,1.070
283.093,1.069
283.123,1.060
283.153,1.028
283.183,1.026
283.213,1.076
283.243,1.103
283.273,1.079
283.303,1.010
283.333,1.000
283.363,0.984
283.393,1.050
283.423,1.081
283.453,1.076
283.483,1.046
283.513,1.019
283.543,1.070
283.573,1.081
283.603,1.085
283.633,1.130
283.663,1.117
283.693,1.067
283.723,1.061
283.753,1.044
283.783,1.055
283.813,1.057
283.843,1.040
283.873,1.055
283.903,1.069
283.933,1.055
283.963,1.060
283.993,1.064
284.023,1.048
284.053,1.066
284.083,1.063
284.113,1.062
284.143,1.061
284.173,1.049
284.203,1.050
284.233,1.033
284.263,1.040
284.293,1.050
284.323,1.060
284.353,1.077
284.383,1.062
284.413,1.051
284.443,1.046
284.473,1.050
284.503,1.055
284.533,1.051
284.563,1.060
284.593,1.057
284.623,1.053
284.653,1.066
284.683,1.061
284.713,1.047
284.743,1.055
284.773,1.052
284.803,1.055
284.833,1.060
284.863,1.057
284.893,1.062
284.923,1.061
284.953,1.050
284.983,1.061
285.013,1.047
285.043,1.045
285.073,1.067
285.103,1.052
285.133,1.047
285.163,1.063
285.193,1.067
285.223,1.068
285.253,1.051
285.283,1.043
285.313,1.062
285.343,1.052
285.373,1.043
285.403,1.060
285.433,1.066
285.463,1.062
285.493,1.053
285.523,1.042
285.553,1.036
285.583,1.050
285.613,1.062
285.643,1.059
285.673,1.058
285.703,1.054
285.733,1.040
285.763,1.048
285.793,1.062
285.823,1.055
285.853,1.064
285.883,1.058
285.913,1.050
285.943,1.054
285.973,1.053
286.003,1.061
286.033,1.050
286.063,1.054
286.093,1.059
286.123,1.055
286.153,1.063
286.183,1.061
286.213,1.043
286.243,1.048
286.273,1.055
286.303,1.058
286.333,1.059
286.363,1.060
286.393,1.061
286.423,1.059
286.453,1.063
286.483,1.047
286.513,1.036
286.543,1.056
286.573,1.062
286.603,1.050
286.633,1.059
286.663,1.060
286.693,1.042
286.723,1.059
286.753,1.052
286.783,1.050
286.813,1.062
286.843,1.053
286.873,1.047
286.903,1.048
286.933,1.056
286.963,1.058
286.993,1.063
287.023,1.059
287.053,1.053
287.083,1.061
287.113,1.059
287.143,1.056
287.173,1.065
287.203,1.075
287.233,1.052
287.263,1.050
287.293,1.055
287.323,1.044
287.353,1.044
287.383,1.060
287.413,1.059
287.443,1.072
287.473,1.047
287.503,1.052
287.533,1.054
287.563,1.049
287.593,1.053
287.623,1.054
287.653,1.062
287.683,1.046
287.713,1.050
287.743,1.070
287.773,1.063
287.803,1.054
287.833,1.056
287.863,1.044
287.893,1.050
287.923,1.063
287.953,1.063
287.983,1.075
288.013,1.049
288.043,1.045
288.073,1.051
288.103,1.049
288.133,1.056
288.163,1.060
288.193,1.070
288.223,1.056
288.253,1.046
288.283,1.059
288.313,1.063
288.343,1.089
288.373,1.103
288.403,1.107
288.433,1.062
288.463,1.062
288.493,1.053
288.523,1.026
288.553,1.014
288.583,1.024
288.613,1.041
288.643,1.031
288.673,1.049
288.703,1.037
288.733,1.016
288.763,1.043
288.793,1.062
288.823,1.055
288.853,1.037
288.883,1.060
288.913,1.068
288.943,1.051
288.973,1.047
289.003,1.063
289.033,1.055
289.063,1.047
289.093,1.065
289.123,1.054
289.153,1.047
289.183,1.060
289.213,1.063
289.243,1.043
289.273,1.056
289.303,1.056
289.333,1.050
289.363,1.068
289.393,1.064
289.423,1.062
289.453,1.068
289.483,1.058
289.513,1.058
289.543,1.062
289.573,1.051
289.603,1.047
289.633,1.060
289.663,1.064
289.693,1.060
289.723,1.055
289.753,1.054
289.783,1.051
289.813,1.066
289.843,1.052
289.873,1.040
289.903,1.059
289.933,1.069
289.963,1.042
289.993,1.060
290.023,1.053
290.053,1.056
290.083,1.064
290.113,1.056
290.143,1.054
290.173,1.067
290.203,1.070
290.233,1.066
290.263,1.077
290.293,1.083
290.323,1.063
290.353,1.061
290.383,1.073
290.413,1.061
290.443,1.050
290.473,1.059
290.503,1.055
290.533,1.070
290.563,1.062
290.593,1.028
290.623,1.055
290.653,1.050
290.683,1.051
290.713,1.058
290.743,1.061
290.773,1.058
290.803,1.023
290.833,1.042
290.863,1.054
290.893,1.052
290.923,1.044
290.953,1.056
290.983,1.067
291.013,1.055
291.043,1.051
291.073,1.066
291.103,1.058
291.133,1.061
291.163,1.075
291.193,1.072
291.223,1.067
291.253,1.061
291.283,1.067
291.313,1.079
291.343,1.071
291.373,1.061
291.403,1.059
291.433,1.069
291.463,1.057
291.493,1.059
291.523,1.070
291.553,1.059
291.583,1.054
291.613,1.055
291.643,1.067
291.673,1.055
291.703,1.058
291.733,1.062
291.763,1.063
291.793,1.071
291.823,1.050
291.853,1.067
291.883,1.062
291.913,1.070
291.943,1.066
291.973,1.062
292.003,1.064
292.033,1.064
292.063,1.060
292.093,1.053
292.123,1.057
292.153,1.059
292.183,1.063
292.213,1.062
292.243,1.067
292.273,1.053
292.303,1.063
292.333,1.070
292.363,1.070
292.393,1.062
292.423,1.051
292.453,1.052
292.483,1.058
292.513,1.055
292.543,1.062
292.573,1.072
292.603,1.078
292.633,1.066
292.663,1.066
292.693,1.049
292.723,1.056
292.753,1.062
292.783,1.061
292.813,1.058
292.843,1.064
292.873,1.056
292.903,1.063
292.933,1.063
292.963,1.060
292.993,1.069
293.023,1.059
293.053,1.051
293.083,1.061
293.113,1.066
293.143,1.057
293.173,1.051
293.203,1.053
293.233,1.060
293.263,1.068
293.293,1.069
293.323,1.027
293.353,1.030
293.383,1.057
293.413,1.051
293.443,1.058
293.473,1.066
293.503,1.054
293.533,1.043
293.563,1.058
293.593,1.062
293.623,1.057
293.653,1.038
293.683,1.057
293.713,1.066
293.743,1.058
293.773,1.057
293.803,1.053
293.833,1.057
293.863,1.059
293.893,1.091
293.923,1.069
293.953,1.023
293.983,1.027
294.013,1.049
294.043,1.058
294.073,1.057
294.103,1.066
294.133,1.112
294.163,1.096
294.193,1.077
294.223,1.137
294.253,1.160
294.283,1.107
294.313,1.107
294.343,1.121
294.373,1.123
294.403,1.129
294.433,1.090
294.463,1.064
294.493,1.055
294.523,1.007
294.553,1.011
294.583,1.044
294.613,1.030
294.643,0.984
294.673,0.972
294.703,1.002
294.733,1.075
294.763,1.078
294.793,1.057
294.823,1.052
294.853,1.068
294.883,1.098
294.913,1.137
294.943,1.104
294.973,1.052
295.003,1.039
295.033,1.010
295.063,1.013
295.093,1.035
295.123,1.052
295.153,1.062
295.183,1.068
295.213,1.077
295.243,1.082
295.273,1.071
295.303,1.067
295.333,1.053
295.363,1.057
295.393,1.081
295.423,1.079
295.453,1.072
295.483,1.083
295.513,1.067
295.543,1.040
295.573,1.080
295.603,1.085
295.633,1.073
295.663,1.057
295.693,1.087
295.723,1.089
295.753,1.057
295.783,1.063
295.813,1.064
295.843,1.070
295.873,1.069
295.903,1.069
295.933,1.072
295.963,1.066
295.993,1.073
296.023,1.062
296.053,1.048
296.083,1.063
296.113,1.069
296.143,1.067
296.173,1.074
296.203,1.072
296.233,1.075
296.263,1.056
296.293,1.054
296.323,1.067
296.353,1.059
296.383,1.063
296.413,1.052
296.443,1.062
296.473,1.069
296.503,1.063
296.533,1.068
296.563,1.065
296.593,1.053
296.623,1.055
296.653,1.064
296.683,1.080
296.713,1.073
296.743,1.067
296.773,1.063
296.803,1.070
296.833,1.074
296.863,1.051
296.893,1.076
296.923,1.078
296.953,1.070
296.983,1.073
297.013,1.071
297.043,1.054
297.073,1.068
297.103,1.081
297.133,1.081
297.163,1.066
297.193,1.054
297.223,1.058
297.253,1.065
297.283,1.068
297.313,1.069
297.343,1.065
297.373,1.067
297.403,1.085
297.433,1.074
297.463,1.058
297.493,1.060
297.523,1.070
297.553,1.059
297.583,1.082
297.613,1.078
297.643,1.067
297.673,1.076
297.703,1.067
297.733,1.058
297.763,1.059
297.793,1.065
297.823,1.071
297.853,1.068
297.883,1.065
297.913,1.068
297.943,1.053
297.973,1.068
298.003,1.077
298.033,1.051
298.063,1.064
298.093,1.078
298.123,1.052
298.153,1.045
298.183,1.077
298.213,1.077
298.243,1.062
298.273,1.071
298.303,1.073
298.333,1.074
298.363,1.058
298.393,1.062
298.423,1.057
298.453,1.057
298.483,1.076
298.513,1.077
298.543,1.054
298.573,1.064
298.603,1.063
298.633,1.064
298.663,1.063
298.693,1.082
298.723,1.065
298.753,1.057
298.783,1.064
298.813,1.074
298.843,1.064
298.873,1.069
298.903,1.082
298.933,1.070
298.963,1.069
298.993,1.058
299.023,1.053
299.053,1.071
299.083,1.057
299.113,1.054
299.143,1.088
299.173,1.067
299.203,1.055
299.233,1.062
299.263,1.072
299.293,1.062
299.323,1.071
299.353,1.062
299.383,1.064
299.413,1.075
299.443,1.056
299.473,1.055
299.503,1.063
299.533,1.072
299.563,1.065
299.593,1.063
299.623,1.058
299.653,1.057
299.683,1.079
299.713,1.072
299.743,1.055
299.773,1.066
299.803,1.061
299.833,1.050
299.863,1.067
299.893,1.067
299.923,1.072
299.953,1.072
299.983,1.078
300.013,1.077
300.043,1.067
300.073,1.061
300.103,1.062
300.133,1.067
300.163,1.060
300.193,1.052
300.223,1.076
300.253,1.073
300.283,1.063
300.313,1.060
300.343,1.068
300.373,1.067
300.403,1.062
300.433,1.062
300.463,1.064
300.493,1.067
300.523,1.065
300.553,1.066
300.583,1.074
300.613,1.060
300.643,1.066
300.673,1.063
300.703,1.065
300.733,1.065
300.763,1.066
300.793,1.077
300.823,1.067
300.853,1.055
300.883,1.052
300.913,1.056
300.943,1.067
300.973,1.069
301.003,1.066
301.033,1.068
301.063,1.068
301.093,1.069
